slug,maker,models,group,band,target_hz,actual_hz,marking,gain_label,peak_db,peak_hz,q,bandwidth_oct
veq4,Waves,Neve 1081 EQ,eq-neve,low_bell,100.0,100.0,dB,-3,-3.723,47.4,,
veq4,Waves,Neve 1081 EQ,eq-neve,low_bell,100.0,100.0,dB,-6,-6.83,57.5,,
veq4,Waves,Neve 1081 EQ,eq-neve,low_bell,100.0,100.0,dB,-9,-9.61,92.8,,
veq4,Waves,Neve 1081 EQ,eq-neve,low_shelf,100.0,100.0,dB,+12,12.715,26.7,,
veq4,Waves,Neve 1081 EQ,eq-neve,low_shelf,100.0,100.0,dB,+3,3.292,26.7,,
veq4,Waves,Neve 1081 EQ,eq-neve,low_shelf,100.0,100.0,dB,+6,6.492,26.7,,
veq4,Waves,Neve 1081 EQ,eq-neve,low_shelf,100.0,100.0,dB,+9,9.634,26.7,,
veq4,Waves,Neve 1081 EQ,eq-neve,low_shelf,100.0,100.0,dB,-12,-12.553,26.7,,
veq4,Waves,Neve 1081 EQ,eq-neve,low_shelf,100.0,100.0,dB,-3,-3.167,26.7,,
veq4,Waves,Neve 1081 EQ,eq-neve,low_shelf,100.0,100.0,dB,-6,-6.337,26.7,,
veq4,Waves,Neve 1081 EQ,eq-neve,low_shelf,100.0,100.0,dB,-9,-9.5,26.7,,
veq4,Waves,Neve 1081 EQ,eq-neve,mid_bell,1000.0,1000.0,dB,+12,8.007,1021.8,0.423,2.988
veq4,Waves,Neve 1081 EQ,eq-neve,mid_bell,1000.0,1000.0,dB,+3,2.067,1021.8,0.356,3.409
veq4,Waves,Neve 1081 EQ,eq-neve,mid_bell,1000.0,1000.0,dB,+6,4.042,1021.8,0.378,3.268
veq4,Waves,Neve 1081 EQ,eq-neve,mid_bell,1000.0,1000.0,dB,+9,6.068,1021.8,0.397,3.144
veq4,Waves,Neve 1081 EQ,eq-neve,mid_bell,1000.0,1000.0,dB,-12,-7.92,1021.8,0.426,2.985
veq4,Waves,Neve 1081 EQ,eq-neve,mid_bell,1000.0,1000.0,dB,-3,-2.011,928.3,0.343,3.328
veq4,Waves,Neve 1081 EQ,eq-neve,mid_bell,1000.0,1000.0,dB,-6,-4.009,1021.8,0.388,3.236
veq4,Waves,Neve 1081 EQ,eq-neve,mid_bell,1000.0,1000.0,dB,-9,-5.951,1021.8,0.41,3.081
veq4,Waves,Neve 1081 EQ,eq-neve,extra,,,,analog_off_flat,0.009,13625.8,,
veq4,Waves,Neve 1081 EQ,eq-neve,extra,,,,hmf_3k3_+12_hiq,12.052,3231.2,0.645,2.086
veq4,Waves,Neve 1081 EQ,eq-neve,extra,,,,lmf_1k_+12_hiq,12.01,1021.8,0.597,2.241
