slug,maker,models,group,element,gr_target_db,hz,gr_db
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,1250.0,14.957
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,12500.0,14.961
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,160.0,14.947
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,1600.0,14.961
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,200.0,14.95
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,2000.0,14.965
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,250.0,14.952
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,2500.0,14.959
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,31.5,14.806
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,315.0,14.953
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,3150.0,14.96
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,40.0,14.851
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,400.0,14.954
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,4000.0,14.941
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,50.0,14.884
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,500.0,14.954
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,5000.0,14.961
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,63.0,14.908
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,630.0,14.955
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,6300.0,14.961
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,80.0,14.925
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,800.0,14.956
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,8000.0,14.442
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,100.0,2.843
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,1000.0,2.847
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,10000.0,2.848
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,125.0,2.844
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,1250.0,2.847
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,12500.0,2.848
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,160.0,2.845
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,1600.0,2.847
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,200.0,2.846
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,2000.0,2.847
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,250.0,2.846
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,2500.0,2.847
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,31.5,2.816
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,315.0,2.846
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,3150.0,2.847
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,40.0,2.827
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,400.0,2.846
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,4000.0,2.88
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,50.0,2.834
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,500.0,2.846
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,5000.0,2.848
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,63.0,2.839
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,630.0,2.847
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,6300.0,2.848
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,80.0,2.842
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,800.0,2.847
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,8000.0,2.327
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,100.0,5.993
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,1000.0,6.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,10000.0,6.005
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,125.0,5.995
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,1250.0,6.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,12500.0,6.002
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,160.0,5.997
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,1600.0,6.001
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,200.0,5.998
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,2000.0,6.004
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,250.0,5.998
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,2500.0,6.001
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,31.5,5.944
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,315.0,5.999
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,3150.0,6.001
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,40.0,5.963
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,400.0,5.999
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,4000.0,6.02
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,50.0,5.976
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,500.0,5.999
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,5000.0,6.002
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,63.0,5.984
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,630.0,6.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,6300.0,6.002
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,80.0,5.99
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,800.0,6.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,8000.0,5.473
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,100.0,9.467
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,1000.0,9.532
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,10000.0,9.53
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,125.0,9.486
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,1250.0,9.528
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,12500.0,9.527
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,160.0,9.501
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,1600.0,9.539
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,200.0,9.51
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,2000.0,9.53
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,250.0,9.517
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,2500.0,9.527
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,31.5,9.271
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,315.0,9.521
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,3150.0,9.528
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,40.0,9.322
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,400.0,9.523
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,4000.0,9.596
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,50.0,9.368
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,500.0,9.526
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,5000.0,9.533
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,63.0,9.408
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,630.0,9.526
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,6300.0,9.528
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,80.0,9.442
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,800.0,9.526
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,8000.0,8.625
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,100.0,14.909
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,1000.0,15.005
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,10000.0,14.992
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,125.0,14.936
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,1250.0,15.001
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,12500.0,15.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,160.0,14.959
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,1600.0,15.015
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,200.0,14.974
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,2000.0,14.992
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,250.0,14.983
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,2500.0,15.002
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,31.5,14.658
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,315.0,14.99
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,3150.0,15.003
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,40.0,14.721
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,400.0,14.994
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,4000.0,15.077
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,50.0,14.778
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,500.0,14.998
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,5000.0,15.007
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,63.0,14.829
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,630.0,15.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,6300.0,15.002
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,80.0,14.874
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,800.0,15.001
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,8000.0,14.101
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,100.0,2.989
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,1000.0,3.006
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,10000.0,3.027
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,125.0,2.996
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,1250.0,3.009
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,12500.0,3.009
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,160.0,3.001
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,1600.0,3.011
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,200.0,3.003
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,2000.0,3.027
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,250.0,3.006
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,2500.0,3.009
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,31.5,2.901
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,315.0,3.006
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,3150.0,3.009
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,40.0,2.927
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,400.0,3.008
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,4000.0,3.054
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,50.0,2.949
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,500.0,3.007
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,5000.0,3.007
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,63.0,2.967
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,630.0,3.008
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,6300.0,3.009
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,80.0,2.98
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,800.0,3.011
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,8000.0,2.085
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,100.0,5.916
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,1000.0,5.957
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,10000.0,5.966
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,125.0,5.928
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,1250.0,5.954
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,12500.0,5.955
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,160.0,5.938
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,1600.0,5.964
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,200.0,5.944
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,2000.0,5.966
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,250.0,5.947
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,2500.0,5.955
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,31.5,5.77
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,315.0,5.95
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,3150.0,5.955
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,40.0,5.81
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,400.0,5.952
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,4000.0,6.012
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,50.0,5.845
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,500.0,5.953
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,5000.0,5.958
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,63.0,5.875
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,630.0,5.954
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,6300.0,5.955
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,80.0,5.899
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,800.0,5.956
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,8000.0,5.045
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,100.0,8.174
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,1000.0,9.965
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,10000.0,10.846
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,125.0,8.644
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,1250.0,9.983
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,12500.0,11.375
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,160.0,9.066
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,1600.0,10.008
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,200.0,9.354
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,2000.0,9.996
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,250.0,9.563
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,2500.0,10.028
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,31.5,3.871
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,315.0,9.712
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,3150.0,10.056
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,40.0,4.847
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,400.0,9.815
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,4000.0,10.08
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,50.0,5.887
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,500.0,9.877
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,5000.0,10.165
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,63.0,6.866
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,630.0,9.92
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,6300.0,10.286
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,80.0,7.624
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,800.0,9.952
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,8000.0,10.189
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,100.0,12.782
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,1000.0,14.913
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,10000.0,15.906
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,125.0,13.355
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,1250.0,14.933
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,12500.0,16.492
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,160.0,13.861
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,1600.0,14.962
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,200.0,14.201
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,2000.0,14.947
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,250.0,14.445
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,2500.0,14.984
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,31.5,7.284
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,315.0,14.62
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,3150.0,15.016
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,40.0,8.552
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,400.0,14.74
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,4000.0,15.042
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,50.0,9.878
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,500.0,14.81
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,5000.0,15.141
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,63.0,11.135
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,630.0,14.861
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,6300.0,15.278
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,80.0,12.096
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,800.0,14.898
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,8000.0,15.166
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,100.0,1.75
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,1000.0,2.501
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,10000.0,2.923
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,125.0,1.935
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,1250.0,2.51
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,12500.0,3.193
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,160.0,2.109
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,1600.0,2.522
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,200.0,2.231
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,2000.0,2.516
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,250.0,2.322
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,2500.0,2.531
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,31.5,0.565
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,315.0,2.388
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,3150.0,2.544
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,40.0,0.748
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,400.0,2.434
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,4000.0,2.556
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,50.0,0.997
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,500.0,2.462
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,5000.0,2.594
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,63.0,1.287
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,630.0,2.482
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,6300.0,2.652
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,80.0,1.546
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,800.0,2.496
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,8000.0,2.607
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,100.0,4.597
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,1000.0,5.999
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,10000.0,6.687
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,125.0,4.966
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,1250.0,6.013
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,12500.0,7.102
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,160.0,5.3
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,1600.0,6.033
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,200.0,5.527
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,2000.0,6.024
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,250.0,5.688
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,2500.0,6.049
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,31.5,1.718
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,315.0,5.804
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,3150.0,6.07
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,40.0,2.268
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,400.0,5.883
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,4000.0,6.09
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,50.0,2.919
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,500.0,5.932
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,5000.0,6.154
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,63.0,3.605
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,630.0,5.965
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,6300.0,6.249
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,80.0,4.172
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,800.0,5.99
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,8000.0,6.175
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,100.0,1.492
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,1000.0,1.518
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,10000.0,1.511
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,125.0,1.501
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,1250.0,1.519
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,12500.0,1.494
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,160.0,1.507
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,1600.0,1.519
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,200.0,1.51
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,2000.0,1.52
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,250.0,1.513
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,2500.0,1.521
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,31.5,1.304
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,315.0,1.515
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,3150.0,1.521
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,40.0,1.375
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,400.0,1.516
