slug,maker,models,group,element,gr_target_db,hz,gr_db
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,500.0,4.85
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,5000.0,5.092
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,63.0,4.847
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,630.0,4.851
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,6300.0,5.197
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,80.0,4.847
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,800.0,4.853
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,8000.0,5.213
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,100.0,6.159
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,1000.0,5.65
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,10000.0,5.02
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,125.0,6.103
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,1250.0,6.208
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,12500.0,6.012
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,160.0,6.029
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,1600.0,5.261
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,200.0,6.23
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,2000.0,5.019
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,250.0,6.208
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,2500.0,6.011
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,31.5,6.123
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,315.0,6.124
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,3150.0,6.052
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,40.0,6.128
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,400.0,6.09
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,4000.0,4.043
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,50.0,6.115
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,500.0,6.013
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,5000.0,5.649
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,63.0,6.146
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,630.0,6.14
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,6300.0,6.169
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,80.0,6.071
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,800.0,5.791
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,8000.0,2.731
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,100.0,6.159
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,1000.0,5.65
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,10000.0,5.02
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,125.0,6.102
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,1250.0,6.208
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,12500.0,6.012
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,160.0,6.03
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,1600.0,5.262
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,200.0,6.23
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,2000.0,5.019
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,250.0,6.209
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,2500.0,6.012
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,31.5,6.123
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,315.0,6.124
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,3150.0,6.052
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,40.0,6.127
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,400.0,6.09
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,4000.0,4.043
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,50.0,6.115
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,500.0,6.014
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,5000.0,5.649
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,63.0,6.145
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,630.0,6.14
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,6300.0,6.168
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,80.0,6.071
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,800.0,5.791
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,8000.0,2.731
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,100.0,4.047
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,1000.0,3.781
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,10000.0,3.314
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,125.0,4.114
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,1250.0,4.189
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,12500.0,4.048
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,160.0,4.06
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,1600.0,3.494
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,200.0,3.987
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,2000.0,3.314
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,250.0,4.19
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,2500.0,4.047
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,31.5,4.094
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,315.0,4.083
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,3150.0,4.077
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,40.0,4.091
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,400.0,4.105
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,4000.0,2.585
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,50.0,4.069
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,500.0,4.049
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,5000.0,3.781
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,63.0,4.107
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,630.0,4.085
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,6300.0,4.162
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,80.0,4.089
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,800.0,3.885
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,8000.0,1.615
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,100.0,6.159
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,1000.0,5.65
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,10000.0,5.02
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,125.0,6.101
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,1250.0,6.208
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,12500.0,6.012
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,160.0,6.029
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,1600.0,5.261
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,200.0,6.23
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,2000.0,5.019
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,250.0,6.208
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,2500.0,6.011
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,31.5,6.122
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,315.0,6.124
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,3150.0,6.052
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,40.0,6.127
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,400.0,6.09
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,4000.0,4.042
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,50.0,6.115
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,500.0,6.013
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,5000.0,5.649
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,63.0,6.145
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,630.0,6.14
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,6300.0,6.169
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,80.0,6.071
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,800.0,5.791
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,8000.0,2.731
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,100.0,8.13
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,1000.0,8.118
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,10000.0,5.861
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,125.0,8.182
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,1250.0,8.089
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,12500.0,4.743
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,160.0,8.194
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,1600.0,8.058
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,200.0,8.19
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,2000.0,8.031
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,250.0,8.196
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,2500.0,7.964
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,31.5,7.18
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,315.0,8.174
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,3150.0,7.874
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,40.0,7.457
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,400.0,8.161
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,4000.0,7.738
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,50.0,7.708
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,500.0,8.161
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,5000.0,7.518
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,63.0,7.914
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,630.0,8.137
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,6300.0,7.179
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,80.0,8.059
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,800.0,8.122
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,8000.0,6.646
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,100.0,14.665
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,1000.0,14.941
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,10000.0,11.396
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,125.0,14.833
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,1250.0,14.905
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,12500.0,9.498
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,160.0,14.924
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,1600.0,14.862
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,200.0,14.962
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,2000.0,14.817
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,250.0,14.996
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,2500.0,14.722
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,31.5,11.497
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,315.0,14.99
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,3150.0,14.586
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,40.0,12.531
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,400.0,14.985
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,4000.0,14.375
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,50.0,13.352
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,500.0,14.989
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,5000.0,14.042
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,63.0,13.978
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,630.0,14.966
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,6300.0,13.516
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,80.0,14.416
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,800.0,14.949
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,8000.0,12.67
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,100.0,4.151
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,1000.0,3.974
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,10000.0,2.759
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,125.0,4.13
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,1250.0,3.953
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,12500.0,2.193
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,160.0,4.095
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,1600.0,3.935
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,200.0,4.067
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,2000.0,3.922
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,250.0,4.056
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,2500.0,3.881
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,31.5,4.522
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,315.0,4.029
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,3150.0,3.831
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,40.0,4.376
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,400.0,4.012
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,4000.0,3.759
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,50.0,4.285
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,500.0,4.009
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,5000.0,3.636
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,63.0,4.23
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,630.0,3.988
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,6300.0,3.452
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,80.0,4.191
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,800.0,3.976
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,8000.0,3.171
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,100.0,8.13
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,1000.0,8.118
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,10000.0,5.861
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,125.0,8.182
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,1250.0,8.089
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,12500.0,4.743
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,160.0,8.194
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,1600.0,8.058
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,200.0,8.19
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,2000.0,8.031
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,250.0,8.196
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,2500.0,7.964
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,31.5,7.18
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,315.0,8.174
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,3150.0,7.874
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,40.0,7.457
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,400.0,8.161
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,4000.0,7.738
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,50.0,7.708
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,500.0,8.161
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,5000.0,7.518
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,63.0,7.914
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,630.0,8.137
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,6300.0,7.179
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,80.0,8.059
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,800.0,8.122
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,8000.0,6.646
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,100.0,0.23
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,1000.0,1.101
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,10000.0,-8.182
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,125.0,-0.052
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,1250.0,-0.42
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,12500.0,0.785
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,160.0,0.229
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,1600.0,-1.833
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,200.0,-0.175
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,2000.0,0.634
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,250.0,0.299
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,2500.0,0.785
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,31.5,-6.989
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,315.0,-0.036
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,3150.0,0.643
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,40.0,0.585
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,400.0,0.165
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,4000.0,2.49
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,50.0,0.563
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,500.0,-0.525
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,5000.0,-2.205
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,63.0,0.202
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,630.0,0.44
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,6300.0,-0.509
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,80.0,0.063
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,800.0,-0.608
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,8000.0,7.069
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,100.0,-0.165
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,1000.0,0.835
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,10000.0,-3.588
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,125.0,0.185
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,1250.0,0.664
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,12500.0,-1.397
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,160.0,0.055
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,1600.0,1.471
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,200.0,-0.355
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,2000.0,0.637
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,250.0,0.839
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,2500.0,-1.397
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,31.5,-5.984
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,315.0,-0.347
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,3150.0,-1.274
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,40.0,0.951
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,400.0,0.286
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,4000.0,5.834
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,50.0,0.506
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,500.0,0.833
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,5000.0,-5.828
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,63.0,0.277
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,630.0,-1.077
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,6300.0,-0.514
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,80.0,0.584
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,800.0,-0.987
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,8000.0,6.879
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,100.0,-0.04
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,1000.0,0.369
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,10000.0,1.311
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,125.0,0.018
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,1250.0,-0.294
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,12500.0,-0.619
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,160.0,0.078
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,1600.0,-0.356
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,200.0,-0.039
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,2000.0,1.079
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,250.0,0.023
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,2500.0,-0.619
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,31.5,-9.044
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,315.0,-0.019
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,3150.0,-0.133
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,40.0,0.061
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,400.0,0.084
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,4000.0,0.521
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,50.0,0.02
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,500.0,0.042
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,5000.0,-0.182
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,63.0,0.04
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,630.0,-0.111
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,6300.0,-0.275
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,80.0,0.046
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,800.0,-0.05
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,8000.0,-0.609
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,100.0,0.813
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,1000.0,0.734
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,10000.0,-1.742
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,125.0,-0.226
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,1250.0,-1.059
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,12500.0,-4.275
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,160.0,-0.68
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,1600.0,2.79
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,200.0,0.701
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,2000.0,0.468
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,250.0,0.692
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,2500.0,-4.276
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,31.5,-5.493
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,315.0,-0.41
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,3150.0,1.079
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,40.0,0.83
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,400.0,-1.289
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,4000.0,5.023
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,50.0,0.811
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,500.0,0.67
