slug,maker,models,family,group,state,condition,hz,level_dbfs
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,off,under_tone_-12,4000.0,-200.0
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,off,under_tone_-12,50.0,-200.0
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,off,under_tone_-12,500.0,-200.0
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,off,under_tone_-12,5000.0,-200.0
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,off,under_tone_-12,63.0,-200.0
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,off,under_tone_-12,630.0,-200.0
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,off,under_tone_-12,6300.0,-200.0
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,off,under_tone_-12,80.0,-200.0
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,off,under_tone_-12,800.0,-200.0
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,off,under_tone_-12,8000.0,-200.0
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,100.0,-113.31
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,1000.0,-120.42
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,10000.0,-119.04
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,125.0,-113.48
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,1250.0,-120.5
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,12500.0,-119.86
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,160.0,-114.33
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,1600.0,-120.39
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,16000.0,-121.08
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,20.0,-111.72
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,200.0,-116.1
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,2000.0,-120.08
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,20000.0,-122.07
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,25.0,-111.52
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,250.0,-116.67
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,2500.0,-119.84
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,31.5,-110.63
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,315.0,-117.07
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,3150.0,-119.16
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,40.0,-111.74
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,400.0,-118.19
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,4000.0,-118.9
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,50.0,-112.32
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,500.0,-118.98
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,5000.0,-118.45
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,63.0,-111.39
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,630.0,-119.3
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,6300.0,-118.4
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,80.0,-112.13
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,800.0,-119.92
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,silence,8000.0,-118.63
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,100.0,-113.44
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,1000.0,-120.71
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,10000.0,-119.26
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,125.0,-113.87
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,1250.0,-120.36
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,12500.0,-119.92
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,160.0,-115.42
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,1600.0,-120.2
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,16000.0,-121.11
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,20.0,-113.7
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,200.0,-115.29
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,2000.0,-120.08
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,20000.0,-121.81
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,25.0,-110.71
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,250.0,-117.05
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,2500.0,-119.47
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,31.5,-111.84
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,315.0,-117.56
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,3150.0,-119.16
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,40.0,-112.49
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,400.0,-118.07
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,4000.0,-118.86
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,50.0,-111.87
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,500.0,-119.18
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,5000.0,-118.5
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,63.0,-111.59
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,630.0,-119.35
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,6300.0,-118.54
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,80.0,-112.98
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,800.0,-120.09
h_comp,Waves,"hybrid, analogue-modelled",comp,digital,on,under_tone_-12,8000.0,-118.68
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,100.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,1000.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,10000.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,125.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,1250.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,12500.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,160.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,1600.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,16000.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,20.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,200.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,2000.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,20000.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,25.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,250.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,2500.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,31.5,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,315.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,3150.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,40.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,400.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,4000.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,50.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,500.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,5000.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,63.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,630.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,6300.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,80.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,800.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,silence,8000.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,100.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,1000.0,-139.95
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,10000.0,-153.01
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,125.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,1250.0,-195.75
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,12500.0,-153.47
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,160.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,1600.0,-196.21
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,16000.0,-152.58
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,20.0,-180.93
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,200.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,2000.0,-146.35
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,20000.0,-118.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,25.0,-185.53
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,250.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,2500.0,-193.74
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,31.5,-190.47
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,315.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,3150.0,-149.37
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,40.0,-195.11
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,400.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,4000.0,-152.25
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,50.0,-198.41
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,500.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,5000.0,-154.11
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,63.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,630.0,-199.76
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,6300.0,-152.02
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,80.0,-200.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,800.0,-195.11
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,off,under_tone_-12,8000.0,-156.69
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,100.0,-100.96
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,1000.0,-93.33
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,10000.0,-83.3
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,125.0,-100.99
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,1250.0,-92.07
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,12500.0,-82.22
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,160.0,-99.94
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,1600.0,-91.0
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,16000.0,-81.19
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,20.0,-98.4
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,200.0,-99.22
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,2000.0,-90.36
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,20000.0,-81.66
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,25.0,-98.81
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,250.0,-98.42
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,2500.0,-89.17
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,31.5,-99.53
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,315.0,-98.05
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,3150.0,-88.2
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,40.0,-98.63
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,400.0,-97.26
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,4000.0,-87.15
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,50.0,-100.44
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,500.0,-96.24
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,5000.0,-86.18
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,63.0,-98.88
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,630.0,-95.04
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,6300.0,-85.14
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,80.0,-100.24
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,800.0,-94.1
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,silence,8000.0,-84.16
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,100.0,-99.93
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,1000.0,-94.5
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,10000.0,-84.27
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,125.0,-101.13
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,1250.0,-92.98
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,12500.0,-83.19
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,160.0,-100.26
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,1600.0,-92.1
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,16000.0,-82.02
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,20.0,-100.45
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,200.0,-100.16
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,2000.0,-91.07
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,20000.0,-82.62
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,25.0,-98.03
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,250.0,-99.83
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,2500.0,-90.18
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,31.5,-100.29
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,315.0,-99.08
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,3150.0,-89.36
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,40.0,-100.49
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,400.0,-97.87
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,4000.0,-88.22
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,50.0,-100.91
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,500.0,-96.57
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,5000.0,-87.15
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,63.0,-101.24
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,630.0,-96.18
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,6300.0,-86.34
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,80.0,-102.11
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,800.0,-95.19
little_radiator,Soundtoys,Altec 1566A tube stage,colour,preamp-tube,on,under_tone_-12,8000.0,-85.12
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,100.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,1000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,10000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,125.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,1250.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,12500.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,160.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,1600.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,16000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,20.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,2000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,20000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,25.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,250.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,2500.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,31.5,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,315.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,3150.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,40.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,400.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,4000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,50.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,500.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,5000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,63.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,630.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,6300.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,80.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,800.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,silence,8000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,100.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,1000.0,-167.14
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,10000.0,-168.18
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,125.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,1250.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,12500.0,-171.8
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,160.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,1600.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,16000.0,-171.24
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,20.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,2000.0,-167.31
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,20000.0,-117.36
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,25.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,250.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,2500.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,31.5,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,315.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,3150.0,-167.58
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,40.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,400.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,4000.0,-167.94
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,50.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,500.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,5000.0,-168.49
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,63.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,630.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,6300.0,-166.44
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,80.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,800.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,off,under_tone_-12,8000.0,-170.77
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,100.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,1000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,10000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,125.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,1250.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,12500.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,160.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,1600.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,16000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,20.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,2000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,20000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,25.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,250.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,2500.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,31.5,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,315.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,3150.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,40.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,400.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,4000.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,colour,console-ssl,on,silence,50.0,-200.0
