slug,maker,models,family,group,state,condition,hz,level_dbfs
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,off,under_tone_-12,63.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,off,under_tone_-12,630.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,off,under_tone_-12,6300.0,-166.46
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,off,under_tone_-12,80.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,off,under_tone_-12,800.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,off,under_tone_-12,8000.0,-170.84
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,100.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,1000.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,10000.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,125.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,1250.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,12500.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,160.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,1600.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,16000.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,20.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,200.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,2000.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,20000.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,25.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,250.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,2500.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,31.5,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,315.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,3150.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,40.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,400.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,4000.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,50.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,500.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,5000.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,63.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,630.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,6300.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,80.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,800.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,silence,8000.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,100.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,1000.0,-167.19
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,10000.0,-168.17
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,125.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,1250.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,12500.0,-171.67
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,160.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,1600.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,16000.0,-171.07
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,20.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,200.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,2000.0,-167.31
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,20000.0,-147.74
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,25.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,250.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,2500.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,31.5,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,315.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,3150.0,-167.62
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,40.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,400.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,4000.0,-167.99
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,50.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,500.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,5000.0,-168.43
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,63.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,630.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,6300.0,-166.46
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,80.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,800.0,-200.0
nls_spike,Waves,EMI TG12345 console channel,colour,console-emi,on,under_tone_-12,8000.0,-170.84
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,100.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,1000.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,10000.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,125.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,1250.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,12500.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,160.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,1600.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,16000.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,20.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,200.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,2000.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,20000.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,25.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,250.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,2500.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,31.5,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,315.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,3150.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,40.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,400.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,4000.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,50.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,500.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,5000.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,63.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,630.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,6300.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,80.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,800.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,silence,8000.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,100.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,1000.0,-166.62
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,10000.0,-167.97
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,125.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,1250.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,12500.0,-171.34
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,160.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,1600.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,16000.0,-170.11
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,20.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,200.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,2000.0,-166.86
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,20000.0,-128.28
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,25.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,250.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,2500.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,31.5,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,315.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,3150.0,-167.14
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,40.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,400.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,4000.0,-167.48
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,50.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,500.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,5000.0,-168.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,63.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,630.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,6300.0,-166.06
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,80.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,800.0,-200.0
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,off,under_tone_-12,8000.0,-170.33
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,100.0,-116.79
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,1000.0,-120.38
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,10000.0,-110.69
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,125.0,-117.55
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,1250.0,-119.63
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,12500.0,-109.6
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,160.0,-118.12
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,1600.0,-119.12
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,16000.0,-108.58
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,20.0,-110.47
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,200.0,-119.54
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,2000.0,-118.4
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,20000.0,-108.6
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,25.0,-111.93
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,250.0,-119.97
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,2500.0,-117.55
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,31.5,-111.38
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,315.0,-119.86
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,3150.0,-116.49
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,40.0,-114.31
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,400.0,-121.08
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,4000.0,-115.26
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,50.0,-115.31
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,500.0,-120.82
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,5000.0,-114.23
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,63.0,-114.2
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,630.0,-120.28
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,6300.0,-113.17
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,80.0,-116.2
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,800.0,-120.84
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,silence,8000.0,-111.88
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,100.0,-116.78
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,1000.0,-120.49
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,10000.0,-110.82
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,125.0,-117.09
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,1250.0,-119.72
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,12500.0,-109.64
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,160.0,-118.85
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,1600.0,-119.11
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,16000.0,-108.69
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,20.0,-108.62
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,200.0,-119.4
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,2000.0,-118.65
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,20000.0,-108.61
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,25.0,-112.53
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,250.0,-119.93
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,2500.0,-117.35
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,31.5,-111.44
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,315.0,-120.5
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,3150.0,-116.47
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,40.0,-114.57
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,400.0,-120.75
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,4000.0,-115.39
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,50.0,-114.19
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,500.0,-120.63
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,5000.0,-114.41
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,63.0,-115.54
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,630.0,-120.96
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,6300.0,-113.27
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,80.0,-116.81
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,800.0,-120.64
nlsbuss_mike,Waves,SSL 4000 G+ console buss,colour,console-ssl,on,under_tone_-12,8000.0,-111.94
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,100.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,1000.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,10000.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,125.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,1250.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,12500.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,160.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,1600.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,16000.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,20.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,200.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,2000.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,20000.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,25.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,250.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,2500.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,31.5,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,315.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,3150.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,40.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,400.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,4000.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,50.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,500.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,5000.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,63.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,630.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,6300.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,80.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,800.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,silence,8000.0,-200.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,100.0,-191.35
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,1000.0,-138.92
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,10000.0,-160.49
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,125.0,-190.99
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,1250.0,-185.04
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,12500.0,-166.0
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,160.0,-191.73
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,1600.0,-185.41
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,16000.0,-166.18
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,20.0,-193.29
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,200.0,-191.98
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,2000.0,-166.23
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,20000.0,-149.72
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,25.0,-191.35
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,250.0,-192.05
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,2500.0,-183.65
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,31.5,-192.74
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,315.0,-192.05
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,3150.0,-149.32
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,40.0,-192.08
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,400.0,-192.2
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,4000.0,-166.97
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,50.0,-191.51
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,500.0,-191.56
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,5000.0,-154.68
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,63.0,-191.11
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,630.0,-190.44
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,6300.0,-158.29
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,80.0,-191.45
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,800.0,-185.64
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,off,under_tone_-12,8000.0,-168.84
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,100.0,-135.54
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,1000.0,-133.49
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,10000.0,-123.25
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,125.0,-136.92
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,1250.0,-132.31
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,12500.0,-121.95
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,160.0,-136.76
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,1600.0,-131.59
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,16000.0,-119.88
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,20.0,-132.02
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,200.0,-136.79
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,2000.0,-130.55
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,20000.0,-114.85
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,25.0,-133.03
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,250.0,-136.36
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,2500.0,-129.65
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,31.5,-133.81
nlsbuss_nevo,Waves,Neve 5116 console buss,colour,console-neve,on,silence,315.0,-137.03
