slug,maker,models,group,element,gr_target_db,marking,phase,time_ms,gr_db
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,attack,50.0,14.142045002865137
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,attack,500.0,15.003168549162439
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,attack,5000.0,0.00014030504988429143
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,0.1,14.869164354329163
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,0.2,14.685247601113488
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,0.5,14.681680232793038
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,1.0,14.605821883961287
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,10.0,14.0642309076671
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,100.0,5.565294041417681
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,1000.0,0.0007668136543216159
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,2.0,14.851270863956996
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,20.0,13.146905563965724
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,200.0,0.005010208529179452
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,2000.0,0.00030136048702444906
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,5.0,14.510046759401195
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,50.0,10.33374194854303
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,500.0,0.0017202884796331044
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,15.0,as_set,release,5000.0,1.2957832407956005e-05
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,0.1,0.017398492759977992
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,0.2,-0.00877165650359333
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,0.5,0.018299812462208312
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,1.0,0.00961303376080648
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,10.0,7.081032299314366e-05
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,100.0,2.8085732235373047
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,1000.0,2.9947228992017005
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,2.0,-0.0005353547441546841
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,20.0,0.2998554497531335
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,200.0,2.984254016871493
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,2000.0,2.848451441220331
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,5.0,0.0006767025846278057
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,50.0,2.1178760262221936
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,500.0,2.9947073556049557
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,attack,5000.0,0.0002127035876184763
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,0.1,2.860665981867642
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,0.2,2.6760272253782613
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,0.5,2.6732294896302085
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,1.0,2.5978575067070677
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,10.0,2.042548095305476
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,100.0,0.013413657907189902
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,1000.0,0.0007827367057006082
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,2.0,2.839405300513749
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,20.0,1.1121579386070082
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,200.0,0.005801625184369386
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,2000.0,0.0003327910185323968
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,5.0,2.495302083169108
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,50.0,0.020040903940528366
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,500.0,0.0018204349581997237
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,3.0,as_set,release,5000.0,0.00023156906112804798
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,0.1,0.016771779189440075
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,0.2,-0.007623614415175305
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,0.5,0.01676359782927573
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,1.0,0.008575599161183861
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,10.0,1.4713834404513548
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,100.0,5.817440778867428
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,1000.0,6.00305522760129
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,2.0,-0.0004691451569745278
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,20.0,3.3139847064110195
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,200.0,5.992658062738166
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,2000.0,5.854672678530192
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,5.0,0.00031559653083105405
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,50.0,5.128362624910251
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,500.0,6.003052618979206
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,attack,5000.0,0.00019722161502334218
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,0.1,5.867253843326423
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,0.2,5.680648914519089
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,0.5,5.677037406190203
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,1.0,5.600070283793365
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,10.0,5.051169002399494
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,100.0,0.01316230044574751
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,1000.0,0.0008188540381313045
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,2.0,5.84908746325984
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,20.0,4.122359759732098
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,200.0,0.005840590549970916
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,2000.0,0.0003399064107700231
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,5.0,5.503025008301487
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,50.0,1.2808890577021252
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,500.0,0.001878178835671783
dbx160,UAD,dbx 160 VU,vca-dbx160,vca,6.0,as_set,release,5000.0,0.00015693948363109528
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,0.1,6.055807782400452
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,0.2,7.3322420968793
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,0.5,8.43112086495038
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,1.0,8.530198049096025
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,10.0,8.867632454475396
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,100.0,9.21591575261738
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,1000.0,10.452905157037385
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,2.0,8.626154956557643
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,20.0,8.917353298230694
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,200.0,9.518435923125246
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,2000.0,10.421229383612136
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,5.0,8.802118629208081
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,50.0,9.036054554589295
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,500.0,10.091685549557765
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,attack,5000.0,0.018194885658098237
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,0.1,10.392129626451041
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,0.2,10.28305853943781
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,0.5,10.236509169248624
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,1.0,10.17887238585988
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,10.0,9.88497199090483
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,100.0,6.045972779656655
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,1000.0,0.5014452065082222
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,2.0,10.451074487479673
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,20.0,9.311514117281561
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,200.0,3.891737505001391
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,2000.0,0.08745500886407553
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,5.0,10.183366980010032
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,50.0,7.8392859868557885
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,500.0,1.4784703006946174
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=0.0,release,5000.0,0.0008536359242725666
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,0.1,0.05054767465304
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,0.2,0.04414695979364858
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,0.5,0.08308002417284888
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,1.0,0.1379130218258775
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,10.0,1.2506270493178002
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,100.0,6.130617262418006
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,1000.0,7.719843525501087
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,2.0,0.23507011722406324
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,20.0,2.6628132069814
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,200.0,6.617288408308863
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,2000.0,7.750226869042502
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,5.0,0.5860252545882512
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,50.0,5.0815620786023
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,500.0,7.2741144873687595
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,attack,5000.0,0.014931183942074266
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,0.1,7.721394247288153
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,0.2,7.624795397983728
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,0.5,7.578324855987537
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,1.0,7.529878146285988
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,10.0,7.364012588737527
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,100.0,4.470485351110019
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,1000.0,0.39227136278422914
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,2.0,7.798782317608522
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,20.0,6.937549737272121
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,200.0,2.804156823192013
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,2000.0,0.0710556023224691
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,5.0,7.584130572759811
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,50.0,5.833144885797141
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,500.0,1.1046711918763947
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=10.5,release,5000.0,0.0007003799433542568
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,0.1,0.5525208030808786
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,0.2,1.5306886095638346
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,0.5,4.4361758044666075
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,1.0,6.316004535537962
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,10.0,8.704831009075665
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,100.0,9.116156043612772
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,1000.0,10.365123990986767
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,2.0,7.52477905355825
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,20.0,8.809735377827563
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,200.0,9.420852069336654
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,2000.0,10.336032970050082
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,5.0,8.439619862522985
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,50.0,8.934573828022067
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,500.0,9.998709176810827
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,attack,5000.0,0.018099963311962508
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,0.1,10.307062910287172
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,0.2,10.19844494887654
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,0.5,10.151910798209451
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,1.0,10.09447661827993
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,10.0,9.804645794997029
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,100.0,5.996234388332624
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,1000.0,0.498018217394959
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,2.0,10.366505540679693
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,20.0,9.235886552685496
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,200.0,3.8576547740506353
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,2000.0,0.08695834142495285
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,5.0,10.1004960676737
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,50.0,7.775451234712019
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,500.0,1.466124930235107
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=2.0,release,5000.0,0.0008506470266103072
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,0.1,0.16201335279724316
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,0.2,0.3356852202803082
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,0.5,1.0398054931335288
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,1.0,2.258045918060302
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,10.0,7.98630273764198
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,100.0,8.848879152085525
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,1000.0,10.133033689397665
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,2.0,4.313088494271735
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,20.0,8.45985164466732
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,200.0,9.160691660949736
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,2000.0,10.112901271525038
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,5.0,6.87029971004787
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,50.0,8.663460629426284
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,500.0,9.750813753635555
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,attack,5000.0,0.017837404633089804
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,0.1,10.08405186359114
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,0.2,9.976808826418678
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,0.5,9.930275272229139
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,1.0,9.87385197445773
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,10.0,9.594101427971403
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,100.0,5.865899761274542
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,1000.0,0.489013621414665
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,2.0,10.144952648728955
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,20.0,9.03785115703609
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,200.0,3.7683810482376674
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,2000.0,0.08564009597884903
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,5.0,9.883402191640862
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,50.0,7.60858752548152
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,500.0,1.434213251446066
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=4.0,release,5000.0,0.0008380968705496983
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,0.1,0.10055178915484042
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,0.2,0.16735308018961903
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,0.5,0.47323212446098006
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,1.0,0.9988071148305178
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,10.0,6.815020327849839
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,100.0,8.541971870729018
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,1000.0,9.858019591943581
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,2.0,2.1441331981827103
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,20.0,7.881902140800259
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,200.0,8.85818913773663
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,2000.0,9.845236511538669
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,5.0,4.956031380749143
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,50.0,8.34587996963015
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,500.0,9.464448276319674
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,attack,5000.0,0.017521533102408338
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,0.1,9.81657613977814
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,0.2,9.711423636395605
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,0.5,9.664968916162362
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,1.0,9.609762630926465
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,10.0,9.341464229414356
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,100.0,5.70894742759268
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,1000.0,0.4781928382385572
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,2.0,9.878651818013441
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,20.0,8.799847477374492
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,200.0,3.6608374992426995
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,2000.0,0.08405424287480567
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,5.0,9.622988549806347
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,50.0,7.408086934748488
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,500.0,1.3961787393948848
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=6.0,release,5000.0,0.0008229502321048798
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,0.1,0.06341812167170247
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,0.2,0.07356385958368872
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,0.5,0.17411929971618467
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,1.0,0.3290587003214931
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,10.0,3.778948187803378
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,100.0,7.703286061630367
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,1000.0,9.087800276192691
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,2.0,0.650546236583506
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,20.0,5.788053167390064
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,200.0,8.042694031978
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,2000.0,9.08297946857178
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,5.0,1.829670366396138
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,50.0,7.315756624872698
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,500.0,8.67539882738621
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,attack,5000.0,0.01660488713707009
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,0.1,9.053816936701287
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,0.2,8.948392789626919
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,0.5,8.90230051553001
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,1.0,8.848608032286279
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,10.0,8.623778722978104
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,100.0,5.263074893864276
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,1000.0,0.44706633493325243
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,2.0,9.124702850747823
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,20.0,8.124712699345148
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,200.0,3.3540148781498926
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,2000.0,0.07945169550099518
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,5.0,8.882499681477677
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,50.0,6.838805071794207
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,500.0,1.2891517423340921
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,attack=8.0,release,5000.0,0.0007803410312914316
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,release=0.0,attack,0.1,0.1248640534897183
distressor,UAD,Empirical Labs Distressor,fet-other,fet,10.0,release=0.0,attack,0.2,0.23156165964927689
