slug,maker,models,group,element,gr_target_db,marking,phase,time_ms,gr_db
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",attack,5000.0,1.02529438179547
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,0.1,-0.9191706038355631
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,0.2,0.8763088055557895
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,0.5,0.9957958036536039
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,1.0,1.009115015619035
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,10.0,1.0845385540019827
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,100.0,1.0807111821063784
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,1000.0,1.061112563512371
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,2.0,1.2152112393991428
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,20.0,1.0845615273723266
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,200.0,1.0774799068311443
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,2000.0,1.0431430757055717
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,5.0,1.0819956184195036
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,50.0,1.0829304132091484
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,500.0,1.0705821773170823
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.25)",release,5000.0,0.9896731637600937
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,0.1,1.1208925299760377
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,0.2,0.11776330003561686
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,0.5,0.578807358409831
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,1.0,0.3403800238144843
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,10.0,0.5678357029216086
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,100.0,0.5714201059326687
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,1000.0,0.5652595510946323
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,2.0,0.6479492709914183
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,20.0,0.575753392555729
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,200.0,0.5691961911203816
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,2000.0,0.27236232950217953
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,5.0,0.5430049450195966
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,50.0,0.5738194755192394
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,500.0,0.566723582413001
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",attack,5000.0,0.5417034640598555
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,0.1,-1.5064775611169696
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,0.2,0.3060566079025202
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,0.5,0.4380334173391125
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,1.0,0.46184258620244556
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,10.0,0.5521259554714257
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,100.0,0.553879061012478
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,1000.0,0.5534666839260556
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,2.0,0.6827317392338506
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,20.0,0.5532543282855258
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,200.0,0.5539095625366697
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,2000.0,0.5513429535678771
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,5.0,0.548656655670726
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,50.0,0.553751104414677
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,500.0,0.5538099033216
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.5)",release,5000.0,0.5068487396983281
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,0.1,1.1200576949984375
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,0.2,0.11336813809807644
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,0.5,0.5718039866615978
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,1.0,0.32566679527167164
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,10.0,0.5086960644030691
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,100.0,0.5122616603607835
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,1000.0,0.507969020994822
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,2.0,0.6217257284354947
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,20.0,0.5147778707448216
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,200.0,0.5106909796958163
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,2000.0,0.21473625043885658
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,5.0,0.4951475458662351
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,50.0,0.5140684221466643
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,500.0,0.5089986792935832
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",attack,5000.0,0.5017664225132714
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",release,0.1,-1.564990681981007
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",release,0.2,0.24942952147618236
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",release,0.5,0.38307253057375235
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",release,1.0,0.4080784175267791
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",release,10.0,0.49993752756702214
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",release,100.0,0.5017551694155609
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",release,1000.0,0.5018529953781616
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",release,2.0,0.6306443705081
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",release,20.0,0.5010889932593203
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",release,200.0,0.5018236172406665
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,"release=('raw', 0.75)",release,2000.0,0.5018193979042485
