slug,maker,models,group,setting,condition,hz,level_dbfs,rms_dbfs,a_weighted_dbfs
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,125.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,1250.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,12500.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,160.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,1600.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,16000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,20.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,200.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,2000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,20000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,25.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,250.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,2500.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,31.5,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,315.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,3150.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,40.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,400.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,4000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,50.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,500.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,5000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,63.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,630.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,6300.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,80.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,800.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,silence,8000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,100.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,1000.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,10000.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,125.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,1250.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,12500.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,160.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,1600.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,16000.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,20.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,200.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,2000.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,20000.0,-129.37,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,25.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,250.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,2500.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,31.5,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,315.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,3150.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,40.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,400.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,4000.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,50.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,500.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,5000.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,63.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,630.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,6300.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,80.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,800.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_100,under_tone_-12,8000.0,-200.0,-129.74,-137.75
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,100.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,1000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,10000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,125.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,1250.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,12500.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,160.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,1600.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,16000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,20.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,200.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,2000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,20000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,25.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,250.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,2500.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,31.5,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,315.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,3150.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,40.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,400.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,4000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,50.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,500.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,5000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,63.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,630.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,6300.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,80.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,800.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,silence,8000.0,-200.0,-200.0,-200.0
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,100.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,1000.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,10000.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,125.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,1250.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,12500.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,160.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,1600.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,16000.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,20.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,200.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,2000.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,20000.0,-141.35,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,25.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,250.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,2500.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,31.5,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,315.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,3150.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,40.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,400.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,4000.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,50.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,500.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,5000.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,63.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,630.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,6300.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,80.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,800.0,-200.0,-141.5,-149.55
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,under_tone_-12,8000.0,-200.0,-141.5,-149.55
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,100.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,1000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,10000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,125.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,1250.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,12500.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,160.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,1600.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,16000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,20.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,200.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,2000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,20000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,25.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,250.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,2500.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,31.5,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,315.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,3150.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,40.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,400.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,4000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,50.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,500.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,5000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,63.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,630.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,6300.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,80.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,800.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,silence,8000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,100.0,-200.0,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,1000.0,-163.02,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,10000.0,-164.13,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,125.0,-200.0,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,1250.0,-197.18,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,12500.0,-167.22,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,160.0,-200.0,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,1600.0,-198.61,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,16000.0,-166.61,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,20.0,-194.19,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,200.0,-200.0,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,2000.0,-163.12,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,20000.0,-127.87,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,25.0,-197.38,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,250.0,-200.0,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,2500.0,-196.22,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,31.5,-198.81,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,315.0,-200.0,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,3150.0,-163.45,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,40.0,-199.06,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,400.0,-200.0,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,4000.0,-163.85,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,50.0,-200.0,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,500.0,-200.0,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,5000.0,-164.29,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,63.0,-199.93,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,630.0,-200.0,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,6300.0,-162.38,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,80.0,-200.0,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,800.0,-197.71,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,under_tone_-12,8000.0,-166.48,-117.68,-135.74
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,100.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,1000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,10000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,125.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,1250.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,12500.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,160.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,1600.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,16000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,20.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,200.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,2000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,20000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,25.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,250.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,2500.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,31.5,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,315.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,3150.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,40.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,400.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,4000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,50.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,500.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,5000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,63.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,630.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,6300.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,80.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,800.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,silence,8000.0,-200.0,-200.0,-200.0
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,100.0,-183.92,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,1000.0,-155.85,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,10000.0,-156.44,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,125.0,-186.16,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,1250.0,-178.09,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,12500.0,-158.4,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,160.0,-187.45,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,1600.0,-180.49,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,16000.0,-159.61,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,20.0,-176.88,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,200.0,-186.94,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,2000.0,-156.2,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,20000.0,-76.38,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,25.0,-179.41,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,250.0,-186.42,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,2500.0,-178.61,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,31.5,-178.24,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,315.0,-188.27,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,3150.0,-156.72,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,40.0,-180.76,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,400.0,-186.94,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,4000.0,-157.12,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,50.0,-181.66,-73.6,-81.34
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,under_tone_-12,500.0,-187.11,-73.6,-81.34
