slug,maker,models,group,setting,depth,matched,hz,level_dbfs,thd_pct,thd_db,gain_db,noise_floor_db,clipped,rejected_runs,h2,h3,h4,h5,h6,h7,h8
nlsbuss_spike,Waves,EMI TG12345 console buss,console-emi,matched_thd_3_pct,full,thd_3_pct,1000.0,-15.0,2.7423499615598077,-31.237542481257513,6.053,-135.85220295989672,False,0,-31.31083959134582,-63.36882136125,-49.57163024346892,-72.64425123427208,-60.514020583078334,-79.47663642263217,-68.69843127645468
nlsbuss_spike,Waves,EMI TG12345 console buss,console-emi,matched_thd_3_pct,full,thd_3_pct,1000.0,-18.0,2.431538649786288,-32.28237645689031,6.045,-138.85661386404533,False,0,-32.33629527566076,-63.25277110314863,-52.00503182792407,-73.44673475128997,-63.850310431015245,-80.86311192718688,-72.64421903024335
nlsbuss_spike,Waves,EMI TG12345 console buss,console-emi,matched_thd_3_pct,full,thd_3_pct,1000.0,-21.0,2.0912682092494466,-33.591805289823505,6.037,-141.85440455848916,False,0,-33.63018744213046,-63.61136012315694,-54.96528759524058,-74.7551639332476,-67.77302449127154,-82.71687064559883,-77.15006448641559
nlsbuss_spike,Waves,EMI TG12345 console buss,console-emi,matched_thd_3_pct,full,thd_3_pct,1000.0,-24.0,1.7432184692586474,-35.172963628450525,6.029,-144.8445122412142,False,0,-35.19993394784167,-64.43305360710713,-58.447989972002546,-76.516739381577,-72.23367935412725,-84.95420274435125,-82.1253960392265
nlsbuss_spike,Waves,EMI TG12345 console buss,console-emi,matched_thd_3_pct,full,thd_3_pct,1000.0,-27.0,1.4098166039489337,-37.01674757771873,6.022,-147.8281251650842,False,0,-37.03600335173208,-65.68429707476896,-62.42067954058473,-78.65578877502914,-77.15343376945684,-87.48053958249342,-87.4567121357783
nlsbuss_spike,Waves,EMI TG12345 console buss,console-emi,matched_thd_3_pct,full,thd_3_pct,1000.0,-3.0,3.496078880764192,-29.128375541953236,6.076,-123.82477016326114,True,0,-29.28801203723701,-68.0707658988186,-44.287219373059244,-74.50638577885663,-52.71282661656329,-79.2320777447296,-58.891340524398935
nlsbuss_spike,Waves,EMI TG12345 console buss,console-emi,matched_thd_3_pct,full,thd_3_pct,1000.0,-30.0,1.1091551698955633,-39.10015384319682,6.016,-150.80658183368087,False,0,-39.11458224382676,-67.31494280420135,-66.82930936415248,-81.08673142204862,-82.43845578115273,-90.20791449418843,-93.02556944747771
nlsbuss_spike,Waves,EMI TG12345 console buss,console-emi,matched_thd_3_pct,full,thd_3_pct,1000.0,-36.0,0.6416675838271542,-43.853798002413384,6.006,-156.76030816867612,False,0,-43.86388814057084,-71.47749129378597,-76.68695078030524,-86.50757373529447,-93.75257640893132,-96.00709613132832,-104.42619289782469
nlsbuss_spike,Waves,EMI TG12345 console buss,console-emi,matched_thd_3_pct,full,thd_3_pct,1000.0,-42.0,0.34837113505796863,-49.1591567291068,6.0,-162.72471018712184,False,0,-49.1681206177665,-76.4664853448663,-87.49508290638008,-92.29176794169084,-105.68735587993352,-102.03449080332746,-115.18650713455361
nlsbuss_spike,Waves,EMI TG12345 console buss,console-emi,matched_thd_3_pct,full,thd_3_pct,1000.0,-48.0,0.18217496993674032,-54.790225869444356,5.997,-168.70120659155933,False,0,-54.79900901333163,-81.9350112381054,-98.82137634166669,-98.18325416025245,-118.02188651399422,-108.19767679580984,-122.67884882287986
