slug,maker,models,group,band,gain_label,hz,level_dbfs,thd_pct,h2,h3,h4,h5,h6,h7,h8
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,3150.0,-18.0,0.05318230074298792,-65.53364295757214,-85.23120500340333,-106.2498410589057,-100.969071465246,-102.49274420190875,-108.57242884855516,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,3150.0,-6.0,0.21359319700694723,-53.49107321189969,-70.83648966774403,-103.15388112870497,-85.38065653733547,-101.5823113410638,-91.65339612154357,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,40.0,-12.0,0.06153374002788247,-64.21988787246575,-101.8200338299829,-105.65225535270498,-105.92903902651265,-105.28306821001236,-108.87483387934856,-105.74057784223086
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,40.0,-18.0,0.03108913428842068,-70.15773674934606,-109.66467945681546,-106.08447513858331,-102.28907565000695,-104.76543139056552,-102.09717524230703,-105.1235787265827
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,40.0,-6.0,0.12221756055518532,-58.260546251928915,-90.36210587695305,-104.90910685758477,-101.39181771045895,-105.34979822745487,-106.12020043154848,-105.51790318179299
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,400.0,-12.0,0.06267888867991166,-64.08507733772878,-87.26117428805631,-119.56571044950616,-98.70510432502323,-127.58438457558887,-93.32331145438746,-136.85501874450944
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,400.0,-18.0,0.03137403335563192,-70.0840117581229,-95.19340241267432,-129.18010127165064,-104.57376362467171,-112.59103898729819,-113.98549713706784,-117.2380482576746
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,400.0,-6.0,0.12468203828504967,-58.093306377880126,-87.93425111082209,-121.67861446428336,-93.91573916401504,-123.5696799825297,-88.7310465535383,-136.21511398564456
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,4000.0,-12.0,0.11885040135781332,-58.71309650860559,-71.81982452395884,-111.32391398712409,-87.50511451111157,-100.5212850592195,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,4000.0,-18.0,0.05934594688840318,-64.72845930282239,-78.22236581728153,-105.471463928821,-94.28677961277305,-99.8185296819206,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,4000.0,-6.0,0.23769093689063517,-52.719127135475816,-65.2879674617728,-114.8562404451479,-81.58877202551898,-99.9632346675173,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,50.0,-12.0,0.06088219367260308,-64.31229327934165,-97.92198120539524,-114.46607972507036,-118.10261937823599,-116.68383794936813,-110.68064790654505,-117.13842215933369
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,50.0,-18.0,0.03047454154538024,-70.32478438499223,-114.0786155658927,-121.04148285733929,-103.95625468722739,-121.4645161161138,-105.30712296755995,-124.88514678143358
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,50.0,-6.0,0.12177371771482498,-58.29217365648873,-89.60238881767543,-129.33584723577363,-109.9253066437103,-130.68551806449548,-120.68967089857672,-123.34794126668834
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,500.0,-12.0,0.06414471946315226,-63.89035114850442,-90.73121654199569,-103.39779867482525,-86.56423373023338,-104.08868678073965,-111.91266836886753,-105.84036494839809
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,500.0,-18.0,0.03232228776167899,-69.83595431114057,-93.18814594793363,-104.80253658722478,-106.21665823177798,-105.14309268127357,-105.37960779476641,-105.68827043118284
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,500.0,-6.0,0.12672719729094958,-57.94970960799961,-89.40786339426536,-107.54339623807162,-102.36167559556817,-106.67965961981322,-88.68431819297717,-105.43658157943162
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,5000.0,-12.0,0.12336392715686145,-58.66696807624385,-67.89023369135492,-102.3903805187415,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,5000.0,-18.0,0.061793078824483705,-64.66047405762363,-73.99611439428496,-103.01098138868034,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,5000.0,-6.0,0.24648035267014637,-52.67874152913302,-61.68468673571495,-99.37207445944017,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,63.0,-12.0,0.0611198693579843,-64.27836499534578,-100.01778401766435,-113.80521685900308,-105.58308213873565,-107.40245001077199,-114.97264720230604,-106.91092580686927
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,63.0,-18.0,0.030632027055068713,-70.28063847989318,-100.92843850353782,-126.03830836589815,-113.50965457328351,-137.13578307540308,-113.81396804965554,-132.44319895082003
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,63.0,-6.0,0.12175273294903098,-58.29344006664577,-90.15404265132804,-115.25837828297199,-102.3598907604252,-121.68802118564616,-122.43547903341886,-119.58970033728583
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,630.0,-12.0,0.06456162841128485,-63.82486882876687,-108.20691267572809,-154.07441570731612,-87.92055422602115,-130.62644305281788,-91.54150096218642,-121.42930651033892
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,630.0,-18.0,0.032506031284655776,-69.80707675826528,-90.12039753293493,-122.35866843798695,-99.35726833400463,-117.24136426508869,-105.1631550875919,-125.1264342779959
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,630.0,-6.0,0.12860333190701126,-57.817754581219305,-90.834653459745,-142.7627430139594,-109.77946826516515,-122.53543431787556,-96.43463233607525,-116.8493229239555
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,6300.0,-12.0,0.11138882063955081,-60.35727896593517,-64.95229537890127,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,6300.0,-18.0,0.055982327491045876,-66.36147706313557,-70.84736112656852,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,6300.0,-6.0,0.2232299559135992,-54.351562318240745,-58.82178947310801,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,80.0,-12.0,0.06027545080519611,-64.40039553619681,-103.18687101530773,-100.60495437733448,-102.68716392636,-104.27658725484945,-107.7673279811967,-106.00922300280999
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,80.0,-18.0,0.030163461224728395,-70.41650075148566,-110.96312869281016,-104.58803827393339,-105.94302759663424,-106.84091431377885,-115.09034922771322,-104.41462729640152
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,80.0,-6.0,0.12116572551393198,-58.3350850464665,-91.0852610888939,-104.69854536263415,-107.11203009418506,-104.88573777942052,-110.70301336094914,-104.8476751936662
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,800.0,-12.0,0.06647636742343513,-63.56417003041542,-94.95094435722172,-121.76657268568579,-94.82925983911925,-118.73611828523306,-89.48213196876117,-118.81158923803974
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,800.0,-18.0,0.0337936545190948,-69.53387001497272,-86.5142204396122,-117.18490727734961,-97.79165414993221,-118.71506671815241,-93.28855117561685,-120.00267199568248
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,800.0,-6.0,0.13261122667064687,-57.55313276679192,-87.32207796355277,-124.29487656388203,-102.92369865398516,-127.9926164886355,-109.34138546046127,-117.15808396022382
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,8000.0,-12.0,0.06354739881092693,-63.93804443490794,,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,8000.0,-18.0,0.03158271307310802,-70.01101130411665,,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_bell,boost_20,8000.0,-6.0,0.12764631907597745,-57.87983408770625,,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,100.0,-12.0,0.06186048706887276,-64.17874969596019,-95.90626080195678,-101.46290145112836,-101.40323800245093,-101.44388370447616,-101.33678746889915,-101.42315323913705
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,100.0,-18.0,0.0314573551414475,-70.06546440007736,-99.71995737597028,-101.45995937730389,-101.94397897944114,-101.47775294281855,-101.59313367955434,-101.54206529972038
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,100.0,-6.0,0.12256446647175442,-58.23791582337256,-88.3971803740107,-101.59558936830786,-101.48285503940656,-101.54228056003066,-101.45794995722193,-101.43636842522048
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,1000.0,-12.0,0.06434280696527384,-63.83721158682171,-95.52885966427064,-101.33173995255441,-101.09693166624537,-100.99785921935853,-100.69842947016433,-100.40791144351107
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,1000.0,-18.0,0.03271725275631651,-69.72579049690053,-99.40950855812657,-101.20555248741829,-101.06509940528122,-100.94666395514034,-100.71788534046027,-100.42814885217004
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,1000.0,-6.0,0.12754097522785893,-57.892661631243385,-87.67140353623822,-101.2742727740364,-101.12459864105045,-100.93945881192893,-100.74124905638298,-100.40306748351773
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,10000.0,-12.0,0.18508220574078071,-54.65270666762896,,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,10000.0,-18.0,0.09368537844456436,-60.56656369053609,,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,10000.0,-6.0,0.3675261044065527,-48.694236173930896,,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,125.0,-12.0,0.06017794502975482,-64.41869259039102,-95.87402424140195,-101.42569531268764,-101.41381495973052,-101.43165263776075,-101.39096489291673,-101.396330082931
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,125.0,-18.0,0.02980083370419154,-70.53767417408218,-99.93165766595737,-101.22218773918641,-102.13085304776747,-101.3586086924781,-101.57154102155198,-101.38955092488062
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,125.0,-6.0,0.12089370793590883,-58.35735044647231,-88.35621164862044,-101.37373657256131,-101.42763861353882,-101.37246503616758,-101.28816712599944,-101.41815840966501
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,1250.0,-12.0,0.06391925010429059,-63.895279000843644,-95.3343550676149,-101.22407481908581,-100.86992659745171,-100.47448544626877,-100.19060597530797,-99.6555664567415
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,1250.0,-18.0,0.031671535860152915,-70.01105230229751,-99.35115396339909,-101.22588223595109,-100.87474067786945,-100.60922754170876,-100.18140563363025,-99.71897594302166
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,1250.0,-6.0,0.12834480908907447,-57.83839645267379,-87.42559944418372,-101.12396104274774,-100.85734308402368,-100.541320715704,-100.16608458919688,-99.69819962756932
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,160.0,-12.0,0.060977309369204376,-64.29732274066191,-102.31058763978791,-143.45438833138337,-129.38589887112104,-138.35280421421726,-142.3754078817273,-141.1133330711628
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,160.0,-18.0,0.03054583546885586,-70.30116354595033,-114.76552926985705,-142.76019764628234,-123.79228812657652,-135.93032661423865,-122.30919445064266,-145.6847376898085
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,160.0,-6.0,0.12175016829628693,-58.29321126572523,-90.51594366108657,-138.0718738527819,-139.71236016095446,-134.65037469277067,-139.07653954437183,-142.8768584431958
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,1600.0,-12.0,0.06722922088812142,-63.45679481338456,-95.15101513063549,-100.97624309999931,-100.54425893830424,-100.0098363907828,-99.38903528085334,-98.57346803111437
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,1600.0,-18.0,0.034181912669771844,-69.34807336251781,-99.27009919619772,-100.9146251621834,-100.54559721420203,-99.99937433513408,-99.34573033371932,-98.53441498363905
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,1600.0,-6.0,0.13328241687639972,-57.510496406379765,-87.1777754269255,-100.99953027891316,-100.54306916933326,-100.06143983229661,-99.4491584034749,-98.58477053645325
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,200.0,-12.0,0.06191616019454542,-64.17091330941682,-95.86772111321822,-101.44784898768009,-101.5561133603043,-101.4414404020541,-101.39259934616749,-101.42492323368916
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,200.0,-18.0,0.031497216752549684,-70.05511016494067,-99.58956440827835,-101.44753819877577,-101.35023488389521,-101.45689551034616,-101.50022014396326,-101.47089166711196
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,200.0,-6.0,0.12267013376050614,-58.230509388644535,-88.31682089874991,-101.50923468005934,-101.51627503722304,-101.43106049393435,-101.4653373184498,-101.38785047938063
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,2000.0,-12.0,0.06702858260195135,-63.48452239673108,-94.99944809727589,-100.72936012031593,-99.88132108696588,-99.08781831059142,-98.05116037242841,-96.5529585345002
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,2000.0,-18.0,0.03327378625390211,-69.58979709797008,-99.22031789304643,-100.69782101923013,-99.95282791770211,-99.08475481235524,-98.01874566568398,-96.54456804323655
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,2000.0,-6.0,0.13456728671449458,-57.427687293023084,-86.97575234251724,-100.67603829340379,-99.74513794621532,-99.0686118571113,-98.11710816559021,-96.52725288386746
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,250.0,-12.0,0.061936932892590536,-64.16796292253663,-95.96189800628757,-101.36037183059429,-101.47667720460815,-101.41587160254164,-101.42888659878855,-101.41545000837333
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,250.0,-18.0,0.03151951095946454,-70.04883469772066,-99.90349388498058,-101.42046323719177,-101.36093596671563,-101.41490761202493,-101.2381203819138,-101.47027688069943
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,250.0,-6.0,0.12276333751707107,-58.22392564399172,-88.29142563929577,-101.47133120674889,-101.52360553790191,-101.40029863493422,-101.54547682720504,-101.44708515684377
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,2500.0,-12.0,0.06997857527418838,-63.114593024821346,-95.01551856393435,-100.23337442555334,-98.75547018853837,-97.57202965781528,-95.64224758874097,-92.41431821083137
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,2500.0,-18.0,0.035619639839361825,-69.01353068216108,-99.15590801442336,-100.25706900188248,-98.91139835248701,-97.55653427187445,-95.53686109207113,-92.39750725481761
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,2500.0,-6.0,0.13868804929805392,-57.16663209873744,-86.90647051138983,-100.21132938819797,-98.4356395863328,-97.62428046577126,-95.85291188768309,-92.43884928009727
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,31.5,-12.0,0.06017955028669218,-64.41841546319728,-95.97177635852402,-101.42760130798605,-101.37307668719174,-101.38069243459499,-101.38007016197994,-101.37685014605884
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,31.5,-18.0,0.02980633002095743,-70.53634739925015,-99.69881833829885,-101.50269623211017,-101.46948051607937,-101.55709712206614,-101.45240670585045,-101.62608985067187
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,31.5,-6.0,0.12088253051461255,-58.35814211441263,-88.35750970971192,-101.44122118391095,-101.43809171539188,-101.38079912561388,-101.47152671221446,-101.37233271186795
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,315.0,-12.0,0.06115319671494249,-64.2722997555494,-102.31922804554904,-132.59236739306323,-138.17560939706343,-137.15552571030167,-136.1660180791313,-131.30330498907455
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,315.0,-18.0,0.03059976479269149,-70.28577461054635,-115.3841127314361,-142.37514662068833,-146.47432195973397,-147.32648415975925,-141.7925929102082,-135.35722674131495
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,315.0,-6.0,0.12202921980328992,-58.27332173247384,-90.50358429529518,-133.38702049686174,-133.75626230629615,-137.6225983741118,-133.89778747590637,-136.5457991216353
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,3150.0,-12.0,0.07113890108129786,-62.97968772170471,-95.40172076071327,-99.36197322709765,-96.46661042057676,-94.24651091120887,-88.14838440556838,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,3150.0,-18.0,0.036279861249369896,-68.88532063498491,-99.49931757347846,-99.32553684844308,-96.85374046151489,-94.2171931712559,-88.10330378978799,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,3150.0,-6.0,0.1408742157230734,-57.03259774361769,-87.10729985700056,-99.28969768403674,-95.72557900503364,-94.28863386767534,-88.2162160092372,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,40.0,-12.0,0.06017100020592884,-64.41955911535972,-95.97648945628842,-101.42043682374069,-101.58758365070796,-101.4287844889089,-101.49472690945503,-101.45753249315288
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,40.0,-18.0,0.029789601024928378,-70.54165563612061,-99.77136725252672,-101.43032383361509,-101.4029109654908,-101.39755827622966,-101.32729131359383,-101.43811752668216
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,40.0,-6.0,0.12086317291839895,-58.359551083628574,-88.3397847780414,-101.44617678972878,-101.38887117517312,-101.4363864513504,-101.46382818429664,-101.40006414214879
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,400.0,-12.0,0.06126986107546687,-64.25573923643454,-102.34054635501161,-134.27460048788328,-135.20808821869738,-132.20487700608933,-134.24893829835182,-136.02444886471244
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,400.0,-18.0,0.030690682571725223,-70.26006869040447,-113.85890891560733,-133.6897657222314,-136.2710445949266,-132.59155955869704,-132.3533696475942,-134.24373113357717
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,400.0,-6.0,0.12229403358665791,-58.25453692410167,-90.4126463889503,-131.5406721833686,-129.36926347231042,-137.8423320661398,-132.76695372594733,-133.52956575109914
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,4000.0,-12.0,0.07279326197141525,-62.794952507500426,-97.55422286413803,-97.41556199122127,-92.16919470458265,-84.55392714206029,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,4000.0,-18.0,0.03718936358303131,-68.72929266102248,-101.23008246016494,-97.45565709412745,-92.60274913016387,-84.54543658029397,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,4000.0,-6.0,0.14410497766416566,-56.838749774073,-88.36047997935711,-97.2732692125179,-91.29489288411168,-84.56069958290252,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,50.0,-12.0,0.060954665628887426,-64.30043276784275,-103.14201136779504,-128.32248124310277,-130.6292524736789,-131.7553452939801,-131.95287600290283,-133.2242517533643
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,50.0,-18.0,0.03054595099389039,-70.30103971622407,-117.06024227996635,-128.62951429973924,-137.75404224504445,-131.80491554204255,-126.8416479633923,-135.63664162173492
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,50.0,-6.0,0.12166077227696288,-58.29951082578987,-90.66066086547814,-127.27474435709581,-130.93908372547492,-131.82201264954503,-130.1468475652384,-134.10633685608138
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,500.0,-12.0,0.06072484375820012,-64.33999052387,-95.94784904497192,-101.56299330221033,-101.39885400647049,-101.28261326257429,-101.33601822763801,-101.16452667008828
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,500.0,-18.0,0.030056238804049597,-70.46452340416946,-99.77653922681613,-101.47339669214551,-101.21780420457554,-101.25013219145416,-101.12873359434627,-101.10852105589707
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,500.0,-6.0,0.12195851616034385,-58.28131297178949,-88.15670175151314,-101.32650555041243,-101.44123127674318,-101.21392786233501,-101.30453269717931,-101.09833915077036
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,5000.0,-12.0,0.07476494262557706,-62.529605248845364,-111.85286286602867,-93.44690099246469,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,5000.0,-18.0,0.03716248101830708,-68.61229070674611,-108.88765968657805,-93.52855849050295,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,5000.0,-6.0,0.15000286690231993,-56.479811372326616,-93.1105392135425,-93.51518240143474,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,63.0,-12.0,0.06095087241870844,-64.30111475210015,-102.15988957093111,-137.8602445108886,-134.1229342634671,-132.17637363666822,-133.20258955950553,-135.0745396506656
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,63.0,-18.0,0.030532830773558978,-70.30489439060725,-113.16666347367095,-132.03920999631973,-128.94276548889394,-137.51551206735337,-139.3707006432124,-137.1976875714247
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,63.0,-6.0,0.12166447705350342,-58.29939115018772,-90.4164227358072,-132.7580808682524,-133.9320989802786,-135.18348680423625,-135.7996239145992,-137.9881472643962
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,630.0,-12.0,0.0619069285528862,-64.16588868242194,-102.29789184440082,-130.5589480931453,-127.6799450478025,-130.50560050426984,-129.4657573518583,-130.72265114453447
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,630.0,-18.0,0.031058177501598897,-70.15669361498944,-113.68531097257903,-131.0714349986628,-131.53126442939254,-130.26254297871563,-128.36046486792358,-132.1146810119794
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,630.0,-6.0,0.12354460118048469,-58.16628501474945,-90.13465053276582,-130.93932727575302,-133.63168590551646,-130.1115112539303,-131.02869855738214,-130.98766127616656
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,6300.0,-12.0,0.08717238853169086,-61.205336672205355,-86.46557809896193,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,6300.0,-18.0,0.04354841288416719,-67.24233940056942,-90.22750253766748,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,6300.0,-6.0,0.17416698342244846,-55.18725393911608,-83.38580249136035,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,80.0,-12.0,0.06186215747027426,-64.17843735071787,-95.92855108524063,-101.36451261928796,-101.49719126258515,-101.41227372716763,-101.6266615635873,-101.50605160753797
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,80.0,-18.0,0.031474425157054044,-70.06137638703245,-99.64516025766903,-101.45753410549518,-101.36595587787106,-101.49230323821322,-101.4389772345669,-101.45608544149727
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,80.0,-6.0,0.12255707842633924,-58.23850523229573,-88.35156147111314,-101.43627483008237,-101.35787728084317,-101.46120091266509,-101.33496998285757,-101.48446428752519
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,800.0,-12.0,0.06257136488256461,-64.07321612422562,-101.88141695733576,-125.82132134395523,-128.548779931344,-130.291216107801,-127.35970331892987,-127.81285244569176
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,800.0,-18.0,0.03138117235973502,-70.06685971813987,-113.10809799295566,-129.30050984048717,-131.2428804869055,-128.2108885043412,-128.44956024392192,-128.7003683076944
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,800.0,-6.0,0.12485446349018298,-58.07476777348286,-89.90747884249294,-128.3495641880137,-129.07480183378897,-127.93882104259531,-127.13313070494127,-126.673682702031
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,8000.0,-12.0,0.11892343011823425,-58.49465145790276,,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,8000.0,-18.0,0.05916728317563402,-64.55836744120278,,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,high_shelf,boost_20,8000.0,-6.0,0.23819679338948588,-52.461281785916675,,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,himid_bell,boost_20,100.0,-12.0,0.06170473116596992,-64.22346342622157,-94.280884901563,-108.50111937503883,-92.8412993345651,-108.41127468700536,-87.7657415367417,-109.13702594508581
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,himid_bell,boost_20,100.0,-18.0,0.03116059036374207,-70.27230478012233,-87.65287720260181,-108.76701691555176,-90.19567720057518,-110.17463662050324,-93.28532155311443,-109.64823305455951
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,himid_bell,boost_20,100.0,-6.0,0.12305151177491377,-58.20110850681678,-91.11209274816345,-108.5200492951362,-108.35391566988464,-108.13643206501615,-97.890637791621,-109.26795531657044
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,himid_bell,boost_20,1000.0,-12.0,0.10879526857322537,-59.81252530976118,-68.8486765532775,-105.93589878032459,-80.88645718865553,-110.98369710819924,-90.09609563729485,-111.8982960329145
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,himid_bell,boost_20,1000.0,-18.0,0.05428720864204613,-65.82538220450263,-75.08858204992177,-109.52343010648858,-87.06060925017823,-112.01135925748369,-96.20094530929728,-111.63067521924127
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,himid_bell,boost_20,1000.0,-6.0,0.21806808429224453,-53.80469542604929,-62.55937546796717,-97.93572758840683,-74.91040137938892,-107.58298680113717,-83.96721871553594,-115.6324255882883
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,himid_bell,boost_20,10000.0,-12.0,0.04218350570537508,-67.49714661178226,,,,,,
massive_passive,UAD,Manley Massive Passive,eq-massive-passive,himid_bell,boost_20,10000.0,-18.0,0.021335957064827653,-73.41775742529798,,,,,,
