slug,maker,models,group,band,target_hz,actual_hz,marking,gain_label,hz,gain_db
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+6,76.6,0.164
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+6,766.2,0.372
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+6,7662.4,5.989
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+6,84.3,0.166
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+6,843.4,0.417
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+6,8433.9,6.096
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+6,92.8,0.167
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+6,928.3,0.468
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+6,9283.2,6.086
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,102.2,0.181
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,1021.8,0.619
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,10217.9,8.658
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,112.5,0.178
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,1124.7,0.711
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,11246.8,8.275
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,123.8,0.174
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,1237.9,0.814
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,12379.3,7.736
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,136.3,0.172
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,1362.6,0.929
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,13625.8,7.093
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,1499.8,1.09
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,14997.9,6.41
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,150.0,0.176
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,165.1,0.183
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,1650.8,1.253
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,16508.1,5.733
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,181.7,0.191
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,1817.0,1.459
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,18170.4,5.111
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,20.0,0.172
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,200.0,0.193
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,2000.0,1.698
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,20000.0,4.598
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,22.0,0.171
