slug,maker,models,group,setting,depth,matched,hz,level_dbfs,thd_pct,valid_orders,h2,h3,h4,h5,h6,h7,h8
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,160.0,-3.0,0.006037141183101521,150,-97.85708151753518,-87.65717295316861,-113.25616667936104,-89.45454706902417,-124.12314886475457,-92.0283056810625,-133.09106562312544
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1600.0,-12.0,0.02075047978409844,14,-102.36689431062395,-75.50893473278039,-115.35540200617903,-80.05968776046015,-131.1647652564152,-83.00404214850258,-121.89484026429483
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1600.0,-3.0,0.007475916547301391,14,-100.01900510476771,-84.45607423520543,-115.37271256852561,-89.05470272166343,-131.0985158064905,-91.8152994108622,-121.87733795818124
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,200.0,-12.0,0.02060646190797951,120,-102.56679377622916,-75.63617050007876,-124.04343249051551,-80.02478037477906,-120.51300744101503,-82.882962343977,-126.19887748439767
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,200.0,-3.0,0.006592656291997627,120,-98.3080826915748,-86.24036632295761,-119.44708379473431,-89.37985999212762,-119.92865499435774,-91.76405799704779,-126.79258068182321
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,2000.0,-12.0,0.020748165594036135,11,-101.51679600309619,-75.51029431259445,-120.96312166028389,-80.04936622776717,-118.21619611896571,-83.03585515047162,-119.72300981975755
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,2000.0,-3.0,0.007494674280506037,11,-98.86616514376217,-84.45354314693576,-121.04634790618157,-89.02385415982907,-118.20481394893318,-91.90109251959599,-119.70513890400993
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,250.0,-12.0,0.020698190146851307,96,-103.12286394196548,-75.57086154853583,-124.90859100146739,-80.03020139351706,-120.79679293668825,-82.89633483154034,-125.4101272883088
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,250.0,-3.0,0.006916447821913449,96,-99.30382061664562,-85.51812990340068,-122.43524141754725,-89.26620383678745,-120.27293637811952,-91.7144140967234,-125.72036428819726
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,2500.0,-12.0,0.020748786265515427,9,-99.69196377242088,-75.51243722613884,-113.01686514764,-80.03155695119685,-123.52022150112084,-83.09235687418563,-119.29233143725978
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,2500.0,-3.0,0.007541400229125628,9,-96.82564994297402,-84.45648514495733,-113.01473634732913,-88.97285481210042,-123.48810560686047,-92.06025165852583,-119.27066520809461
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,31.5,-12.0,0.012555306476404293,762,-95.67944217731507,-82.39577284489476,-107.98481499345061,-82.5260759542629,-114.72568009289853,-83.84817626787955,-118.51032388597842
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,31.5,-3.0,0.039364064492245464,762,-88.15817015094467,-68.27080374615983,-100.82321619779906,-84.12619654410386,-107.63624871919036,-92.66382523384453,-111.16024054712426
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,315.0,-12.0,0.020699138705514836,76,-104.43794688065715,-75.56717560271817,-120.64043523958989,-79.98814132659429,-128.48549145127868,-82.98448384055577,-133.8244732621461
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,315.0,-3.0,0.007079426549308276,76,-100.83604919499022,-85.17602468853723,-119.4108090564072,-89.04758753484265,-128.00666840078034,-91.89688389657505,-133.73053795852618
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,3150.0,-12.0,0.02068560743206154,7,-97.8381799166286,-75.51619404950847,-111.67620278541969,-79.99933845481658,-121.97191859367322,-83.4322736007138,
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,3150.0,-3.0,0.007589560167842374,7,-94.612084245503,-84.4672955298065,-111.67028039826312,-88.88438656529532,-121.94693174437865,-92.68346963222506,
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,40.0,-12.0,0.013192348991662554,595,-97.38737171611052,-82.45710743957942,-109.50364855866786,-81.51374760656694,-118.54604976901071,-83.49593556011042,-118.63296346906834
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,40.0,-3.0,0.022223011065085375,595,-90.1541417445246,-73.23232399296647,-103.01965108147058,-92.08982832008174,-111.08176110921809,-96.33877720343764,-113.07043712693057
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,400.0,-12.0,0.02071501562638386,60,-104.83884014930487,-75.55003790574293,-120.87410895877143,-79.99869889686919,-128.50824377801604,-82.99867334344846,-133.78374980879138
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,400.0,-3.0,0.007213688259796294,60,-101.70453744491068,-84.90712808872945,-120.24537990986738,-89.00633580545536,-128.39996120821183,-91.88866794367516,-133.822195769831
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,4000.0,-12.0,0.019616648022308985,6,-95.63868454294482,-75.52280297999584,-110.14291740986627,-79.93034147937507,-121.50171840262765,,
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,4000.0,-3.0,0.00744831698372587,6,-91.99872629802762,-84.48948970495842,-110.14278885580592,-88.69826290254751,-121.61163392819383,,
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,50.0,-12.0,0.01533465908397961,481,-98.42486599287973,-79.79331491777347,-112.4145512233939,-80.86267308456698,-119.50418499901375,-83.29903887287378,-124.79659000070657
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,50.0,-3.0,0.013461781763953946,481,-91.5638509046846,-77.70986009823457,-105.61187166226622,-98.00385759947073,-112.4725620405307,-95.41908555844114,-117.43238451622011
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,500.0,-12.0,0.020756953886127198,47,-105.8670335920644,-75.51224125776741,-117.57165994980348,-80.05722386252707,-123.21676431317107,-82.93871617324635,-125.39568764863154
