slug,maker,models,group,setting,depth,matched,hz,level_dbfs,thd_pct,valid_orders,h2,h3,h4,h5,h6,h7,h8
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,full,,800.0,-3.0,2.7625973250681883,30,-55.428743969646504,-31.19535795195469,-60.65696318627421,-71.50474693174371,-80.56366455613188,-88.39817899716235,-120.11896680242465
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,full,,8000.0,-12.0,0.191917183442948,2,-54.33772277310147,,,,,,
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_50,full,,8000.0,-3.0,0.16850944140752366,2,-55.46751522091902,,,,,,
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,100.0,-12.0,0.5454466456084287,239,-51.703995523144656,-46.38585422807943,-80.83057583632532,-83.90647521168263,-117.77311850049122,-90.72102403658849,-139.3424529570791
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,1000.0,-12.0,0.5725276536036356,24,-51.73811201319616,-45.83892048245553,-80.47063781613959,-103.63511410487908,-120.19041584340312,-120.3060703208324,-162.29262204433388
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,10000.0,-12.0,0.2588168459725397,2,-51.740149191070294,,,,,,
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,125.0,-12.0,0.5440641385254431,191,-51.74556663684079,-46.401853198750224,-80.85772795241598,-85.64064685560228,-118.43936672467477,-93.2561973439482,-141.33712712992326
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,1250.0,-12.0,0.57021248696748,19,-51.75427365550022,-45.87902102113094,-80.53277990970247,-100.34566622698304,-119.99063169930096,-128.65464340804638,-166.08439022263843
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,160.0,-12.0,0.5416938430485584,150,-51.78982402509171,-46.43758256846928,-80.92549117195901,-89.37816261421185,-120.34951433459852,-95.74949138086673,-142.00303619778197
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,1600.0,-12.0,0.5670643656789106,14,-51.76474216371983,-45.93687376870625,-80.57841807979258,-122.68303249003719,-121.24046958513416,-109.11656301625572,-149.19678595726648
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,200.0,-12.0,0.5433537422048728,120,-51.81196016487937,-46.396743712395924,-80.93308575667845,-92.62854538648415,-122.0885650330674,-100.37897484836404,-147.16457003390883
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,2000.0,-12.0,0.5710600839261027,11,-51.744795984987384,-45.86523032809863,-80.4961242320738,-108.3745414192797,-120.54638548398925,-114.54045276373157,-155.01207677317404
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,250.0,-12.0,0.5447132476957729,96,-51.83187632521018,-46.3630993370049,-80.95226190640722,-93.49374187667088,-124.17605299858535,-119.20863907375049,-151.293914340262
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,2500.0,-12.0,0.5737144497177552,9,-51.73399919394181,-45.817381701130124,-80.44992681763979,-100.85930651172808,-119.88234603283757,-137.00403076462374,-176.74959292321947
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,31.5,-12.0,0.594859093330913,762,-51.26267395414179,-45.55355417957303,-81.30833768591958,-73.1631254867766,-118.82582224457079,-78.37053796972714,-130.464699729967
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,315.0,-12.0,0.5502762462303081,76,-51.82830157754601,-46.2510878013929,-80.88979376498219,-94.10314567179873,-124.0708373154504,-103.88873753577742,-142.79238269861457
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,3150.0,-12.0,0.5721441022989845,7,-51.74317664006263,-45.844936625041086,-80.48621067351297,-101.6026388717618,-120.02499232261924,-127.41995220875557,
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,40.0,-12.0,0.5873532705673473,595,-51.302019693697424,-45.67844521276343,-80.67377905780398,-76.3287062147748,-117.56701776773029,-81.184729143137,-132.2632408671597
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,400.0,-12.0,0.5632257001101971,60,-51.78135819194274,-46.00700895236912,-80.66655325414891,-110.62221789369694,-121.3549524671101,-107.28850553895037,-148.8137438101967
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,4000.0,-12.0,0.5707105939995869,6,-51.74639351141499,-45.87150731486007,-80.50221742991752,-109.97132053604687,-120.63269067760334,,
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,50.0,-12.0,0.562510071113176,481,-51.46340537844608,-46.11249977180013,-80.8061619101579,-79.04138246685028,-119.01304236369455,-82.9428976842905,-132.73620706998298
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,500.0,-12.0,0.5742578836588792,47,-51.728368161883715,-45.808495797522035,-80.44088884669614,-100.55427025003739,-119.84009812979929,-150.50808505470877,-170.2062787990173
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,5000.0,-12.0,0.5737935857570049,4,-51.7337704079177,-45.81592184734855,-80.4484909515041,,,,
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,63.0,-12.0,0.5565424132348257,381,-51.555956498986724,-46.20412516148395,-80.73852815778132,-80.76974357502442,-117.6023897713547,-85.6075596990735,-135.14392288683754
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,630.0,-12.0,0.5620543603234017,38,-51.78772018583678,-46.02819896787458,-80.68324794983428,-119.88073064503482,-121.64166725880457,-105.59096616750422,-146.18423570598785
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,6300.0,-12.0,0.5658992676877419,3,-51.767620545152596,-45.95716842400194,,,,,
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,80.0,-12.0,0.5341824088295152,300,-51.70636279360913,-46.62113409012292,-81.06488995294333,-85.92153027583686,-120.75509499826842,-86.27639992137689,-132.58346913219026
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,800.0,-12.0,0.5673395113389519,30,-51.76704775622931,-45.93095734693573,-80.58906265938923,-104.27434673437722,-120.42164115640165,-126.9117607544719,-167.14086876479956
frontdaw_british,Sonimus,British console style,style-frontdaw,mojo_75,curve,,8000.0,-12.0,0.2576133429034381,2,-51.78063293499718,,,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,100.0,-12.0,0.2512073127936277,239,-68.39974934365725,-52.26364597124058,-99.23743332437871,-66.90764295958498,-115.44130559987174,-76.18208805559664,-125.81659984828244
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,100.0,-3.0,0.4565417935162752,239,-62.065411726275414,-47.22336881958749,-85.82658732478424,-59.5489158066038,-99.78794463711196,-68.04150903902737,-109.69535382068821
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,1000.0,-12.0,0.07053939105771699,24,-79.89068224912283,-63.25459136996204,-116.20520052041519,-78.81042684974915,-125.2589540848924,-88.1802213728706,-126.29888151401491
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,1000.0,-3.0,0.15479112721762767,24,-72.43413706526113,-56.50329523538767,-100.82475600738222,-70.43051347382352,-115.6629869975037,-79.48290742802405,-125.02091732070059
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,10000.0,-12.0,0.09336662273253399,2,-60.59616700510986,,,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,10000.0,-3.0,0.16942454251605685,2,-55.420473567560755,,,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,125.0,-12.0,0.19416914416439954,191,-70.74004546722803,-54.48926176839562,-102.70424539838774,-69.37899260775617,-120.09624582953253,-78.70036251407812,-130.37345966735472
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,125.0,-3.0,0.36913138042026816,191,-64.14238831973593,-49.03833758422725,-88.80899870862295,-61.744166983672464,-103.31301513230588,-70.3947451059533,-113.49224631242123
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,1250.0,-12.0,0.08460211584861882,19,-78.28786486908203,-61.679135667719265,-113.1191899584587,-77.13948062968088,-127.24796020177551,-86.47206621447259,-125.48248634443782
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,1250.0,-3.0,0.18176821211367425,19,-70.95767525440364,-55.11884431427237,-98.53585371487827,-68.85181411498534,-115.12368469021621,-77.84212700087255,-120.07025540784105
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,160.0,-12.0,0.1493271411707477,150,-73.11292391488347,-56.760260794190664,-106.21956872739142,-71.87211344386614,-123.22208614962841,-81.23788490179052,-133.524993094914
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,160.0,-3.0,0.2960764070376041,150,-66.26543623388403,-50.92687212000886,-91.8781312991254,-63.99704505680239,-106.66131541098359,-72.78923919095175,-116.89925171104967
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,1600.0,-12.0,0.10807900333001438,14,-76.10391542753223,-59.557722583620816,-110.95137249448084,-74.87147891206673,-121.93721048618355,-84.20610424202576,-130.91363050286301
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,1600.0,-3.0,0.22506747517606895,14,-68.96661325880392,-53.279757642936296,-95.82438894471564,-66.73681157048642,-110.03993877110068,-75.65334059811346,-126.8129915587439
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,200.0,-12.0,0.11841151529871585,120,-75.1998121588111,-58.76784474612231,-109.18394518271887,-74.05423473406962,-124.85133582212555,-83.42422900973374,-139.106432709347
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,200.0,-3.0,0.2429127151484735,120,-68.14742903439137,-52.62544789786267,-94.59279404715397,-65.99746464186991,-109.45460844493994,-74.8861767151498,-121.10721360759459
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,2000.0,-12.0,0.13733382324497315,11,-73.95615230887815,-57.48368257451269,-107.20415686974464,-72.63664596341363,-126.39856588683179,-81.96693103389096,-123.6442718289421
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,2000.0,-3.0,0.2764701075674668,11,-67.02371144642535,-51.512035411519754,-92.90824326784575,-64.68311322366498,-108.43236920687345,-73.50930860386497,-115.26252203993003
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,250.0,-12.0,0.09535495121298343,96,-77.14068287907219,-60.64302356211841,-111.91209551980268,-76.07215647629575,-127.45212737046545,-85.45082622562391,-139.7759097883066
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,250.0,-3.0,0.20141788072239158,96,-69.9117492388925,-54.23581761090475,-97.13499868774844,-67.87047392032268,-112.26911941679967,-76.83842154485254,-125.89066541647911
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,2500.0,-12.0,0.1742443891603832,9,-71.8100973300913,-55.4238652013662,-104.15529647446094,-70.40093008275599,-118.3151957983419,-79.68742871992728,-124.30701330402539
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,2500.0,-3.0,0.3379720015925006,9,-65.1013855052003,-49.789185482912586,-90.16211367971411,-62.65956145550393,-104.32271615966785,-71.35924153232212,-120.40634527512489
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,31.5,-12.0,1.7631847709151038,762,-49.78586494006713,-35.54589578822941,-72.33871555575078,-47.29778532327843,-85.73144415763223,-55.51386167910561,-95.39816616321022
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,31.5,-3.0,2.0305706639117247,762,-45.87608539045911,-34.75854701948713,-63.78538111713521,-43.73010657661389,-74.39038537196014,-50.29413330934546,-82.30043302608976
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,315.0,-12.0,0.07797828968553483,76,-78.93622094902689,-62.38562365312348,-114.87899330496347,-77.93379533710122,-133.4776113829167,-87.34658249179441,-145.29950343221176
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,315.0,-3.0,0.16888581973050795,76,-71.55782661250373,-55.752222627211516,-99.58635064822485,-69.61454548427407,-115.37629319875299,-78.6563861232548,-126.1747262272749
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,3150.0,-12.0,0.21955884958746852,7,-69.71037446337652,-53.424886463294435,-101.03301961455799,-68.20600130690642,-115.38191608842737,-77.51547446100842,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,3150.0,-3.0,0.40923439404664924,7,-63.24120775108058,-48.15190425648741,-87.49382661982231,-60.70520379833187,-101.46341831000306,-69.3168388380734,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,40.0,-12.0,1.0617880539161446,595,-54.84876872708253,-39.86575372846711,-79.47678281167389,-52.55305536706298,-93.87791124369258,-61.19881960463802,-104.07565925690919
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,40.0,-3.0,1.3990016434377885,595,-50.27974578956949,-37.80141676921684,-69.47837880561777,-47.68311667332607,-80.97935992995973,-54.8553326764193,-89.5341278377144
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,400.0,-12.0,0.06625232640438436,60,-80.39211608613377,-63.79782626946599,-116.95738460632691,-79.4261805335263,-135.7231770348418,-88.83479781382735,-156.22891747885478
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,400.0,-3.0,0.1462318975262376,60,-72.8995212437119,-56.99346558166258,-101.53099760255658,-71.02440604132828,-117.52478361046592,-80.10618616585955,-128.93975546059517
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,4000.0,-12.0,0.2716085474680155,6,-67.74694524982355,-51.57043372582258,-98.16114060430235,-66.13682504020845,-118.7766670974368,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,4000.0,-3.0,0.4851833876541356,6,-61.52202020606326,-46.666569824877975,-85.04236991165256,-58.901307587369985,-99.74733173300783,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,50.0,-12.0,0.712199095665894,481,-58.704229093030776,-43.28688984849261,-85.00922087848426,-56.622672275742836,-100.05402252275267,-65.5199258503832,-110.56478621768242
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,50.0,-3.0,1.0373599468844263,481,-53.60991541734103,-40.28549879130458,-73.9533120578576,-50.88287789829093,-86.15827925835231,-58.491163246596884,-95.1793918548264
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,500.0,-12.0,0.06027374527298324,47,-81.23811266864621,-64.61798293836166,-119.53329142026335,-80.26294281538529,-127.1298809285185,-89.76774064756336,-129.77228131383438
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,500.0,-3.0,0.13445601697248294,47,-73.68238148733298,-57.71778208107152,-102.89507768809393,-71.82776823104942,-116.7128741499373,-80.96669157442312,-131.39441808841755
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,5000.0,-12.0,0.3199974921770714,4,-66.06126779911699,-50.003502073755925,-96.37937386243868,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,5000.0,-3.0,0.5439336037161889,4,-60.07025038113308,-45.436708329910466,-83.14273990681932,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,63.0,-12.0,0.4789386208479762,381,-62.44697776299497,-46.69822599654246,-90.46520104043915,-60.59511561485423,-106.09818882028642,-69.67595690995202,-116.86063330026019
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,63.0,-3.0,0.76454666031353,381,-56.85173431497064,-42.84832318813485,-78.43444041358039,-54.13391811902727,-91.33943484430917,-62.12382542222494,-100.79147539954795
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,630.0,-12.0,0.05880542061163912,38,-81.48256689791666,-64.83136504686368,-118.94521712440417,-80.49403718263324,-138.40741429035165,-89.89070346723469,-146.35948755361954
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,630.0,-3.0,0.13155245327358728,38,-73.90351102422326,-57.905965405409034,-103.03836056801799,-72.03617968245362,-119.24285759112101,-81.1393196108692,-130.3550931594254
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,6300.0,-12.0,0.38281175785679794,3,-64.42439465982677,-48.448632412608845,,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,6300.0,-3.0,0.6249184968694624,3,-58.662848520800935,-44.237535740854106,,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,80.0,-12.0,0.33750821151284105,300,-65.6926410683778,-49.71449708505338,-95.25090562306835,-64.04096632330756,-111.28348269000874,-73.24142267582764,-121.68396234144289
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,80.0,-3.0,0.5797889681678051,300,-59.68338215457173,-45.189809371124355,-82.43147482700054,-57.05377984679768,-95.9372075049688,-65.3352869568618,-105.62877601977806
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,800.0,-12.0,0.06225514150853539,30,-80.99353040804468,-64.33721758841196,-118.33317638713757,-79.9605196838631,-139.78351080134496,-89.36501262985612,-157.08333174295151
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,800.0,-3.0,0.1384740038657474,30,-73.44917241378361,-57.46372792529119,-102.37365494174807,-71.52515072025197,-118.6839832337794,-80.61883738793435,-130.54791218326608
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,8000.0,-12.0,0.07409849752229854,2,-62.60381196035685,,,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_0,full,,8000.0,-3.0,0.13938372644178773,2,-57.11575857484564,,,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,100.0,-12.0,8.046328558712773,239,-34.34324373039297,-23.011049708506913,-34.173148202197055,-32.33516300244479,-40.54182957179467,-42.864014756241914,-61.408349695679554
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,100.0,-3.0,32.962614291983165,239,-22.194276880867157,-10.877923900868307,-47.86809745004039,-17.394942947480974,-51.04651051918513,-25.746517564341126,-47.61845656101401
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,1000.0,-12.0,5.346443858019244,24,-28.508644303202107,-30.97324740697186,-45.360535040578725,-33.14008214132467,-49.62164356036692,-39.36896820733785,-50.6807869179156
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,1000.0,-3.0,31.17748925267961,24,-33.19850695716142,-11.007000004352566,-35.17504469135932,-18.36424611660086,-36.94931427094347,-26.492437854083263,-40.09751593490126
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,10000.0,-12.0,3.155793172413107,2,-30.017829355279723,,,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,10000.0,-3.0,8.03865481380399,2,-21.896332397717156,,,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,125.0,-12.0,8.004239153002164,191,-32.10045567341507,-23.310324972350198,-33.16765981614558,-32.972131447031636,-41.74510482787667,-42.11148523129495,-50.466345268783286
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,125.0,-3.0,33.224099596037675,191,-22.326365725422633,-10.774598651014708,-43.543189946982054,-17.4423825394628,-53.85324097108159,-25.53903524176406,-52.84446600756405
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,1250.0,-12.0,5.304220546237845,19,-28.526877940332696,-31.12770789349689,-44.84614185060487,-33.21421434440171,-50.406481107376464,-39.55311700925583,-50.67074269840779
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,1250.0,-3.0,30.856246144963475,19,-35.685221717937,-11.072462718561322,-35.82240692456108,-18.497166768832948,-36.82584103079246,-26.7748242703165,-39.32363412918277
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,160.0,-12.0,7.725098046573508,150,-30.713961835032,-23.961079516277685,-32.961309229236136,-33.41663591911915,-44.101199450642824,-40.76590714261245,-47.29092852018091
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,160.0,-3.0,33.10171265198957,150,-22.80919902484336,-10.751180371470888,-37.39373940382388,-17.609400993552565,-45.19661378459392,-25.742769202068317,-61.719512344107244
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,1600.0,-12.0,5.306073651146291,14,-28.58334174891407,-31.003051418364894,-42.52764520936005,-33.258366730316716,-52.46743653021758,-40.26364187156708,-50.92126691750561
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,1600.0,-3.0,30.470186894248858,14,-39.27706196058166,-11.152865949532487,-36.308673080575986,-18.67743847404728,-36.665042997078416,-27.231195239434726,-38.58868399192515
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,200.0,-12.0,7.329665488201856,120,-29.99765304779058,-24.796589710107266,-33.30433005212163,-33.46720810107146,-47.29666277111186,-39.976287133713925,-46.69062545597417
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,200.0,-3.0,32.814701139544844,120,-23.512702385049593,-10.776057767566545,-34.89963361638274,-17.775537886538324,-41.58579051138156,-26.02002039375342,-51.24425488499533
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,2000.0,-12.0,5.351351378817651,11,-28.63426507156324,-30.612513443058084,-40.46592353925202,-33.400800568690016,-57.019683686711026,-41.51779771822766,-51.95180945327938
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,2000.0,-3.0,30.10562198623506,11,-42.10571219868744,-11.22345875487725,-36.63509833390092,-18.884876552695346,-36.722685252871216,-27.91599926067405,-38.2050548691412
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,250.0,-12.0,6.892991700833429,96,-29.57171690937991,-25.77228326939867,-33.99788654760278,-33.27929902534714,-52.048227183419286,-39.70086203981038,-47.22581382484073
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,250.0,-3.0,32.50753731972846,96,-24.41338512260568,-10.814833334470439,-33.58844879871714,-17.906798124581385,-39.489914990893716,-26.20320546323078,-46.63947392572287
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,2500.0,-12.0,5.427967817630346,9,-28.659714198789437,-29.995307547102282,-38.759013857858086,-33.85412535646145,-73.38078396962617,-44.37313427707301,-56.36915311294903
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,2500.0,-3.0,29.644400027528192,9,-40.53476874712472,-11.298624305510877,-36.640384417649535,-19.24691157460427,-36.13067785719161,-29.736200470558636,-36.58516683191777
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,31.5,-12.0,11.40285083242528,762,-30.971248767675878,-19.755660878458837,-48.961914702187954,-28.789249153031097,-59.61698530950942,-35.39604880412198,-67.56767805299509
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,31.5,-3.0,19.398901143426922,762,-37.72196534097772,-15.39854847621262,-27.837087204960614,-21.8856337724425,-36.67670373040743,-38.132752751258735,-39.18154277779799
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,315.0,-12.0,6.457202865745782,76,-29.262798924480407,-26.879691698401345,-35.044626419805944,-32.9955199468428,-60.547780875856,-39.84030071306044,-48.56745962986693
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,315.0,-3.0,32.24186993843389,76,-25.52997552345113,-10.850406415372642,-32.94292027513397,-17.99624531583904,-38.14006861143076,-26.241355270383487,-44.175498928920064
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,3150.0,-12.0,5.521484244420763,7,-28.665048970457935,-29.19051969116833,-37.57098090148224,-35.34453196219846,-52.78151064996281,-49.35602851290727,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,3150.0,-3.0,28.91726063640703,7,-37.033036999434,-11.392069742246264,-35.28395897525108,-20.150947688610998,-32.85367638727584,-34.273519430180606,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,40.0,-12.0,9.15039404705894,595,-35.47664343790394,-21.430984107887753,-53.20214082207971,-31.28049936129203,-58.35147393607306,-38.36942938004809,-65.28263891074558
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,40.0,-3.0,22.766217007071614,595,-28.692695116755512,-13.922892826922041,-27.328286223654395,-21.36684871504879,-40.43676815718604,-31.841971041847255,-42.19406773149074
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,400.0,-12.0,6.074110108405927,60,-29.00475676222873,-28.034787786274574,-36.50061193044122,-32.767284536803785,-58.12071471441847,-40.181911033576625,-50.16382062259673
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,400.0,-3.0,32.033660572439636,60,-26.823820846901544,-10.876335484125825,-32.82921338625243,-18.05558167071387,-37.34484293019129,-26.188731562158093,-42.80110727380716
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,4000.0,-12.0,5.524813311440781,6,-28.85114861108729,-28.293061538658737,-37.45840224789209,-41.320572896023975,-48.31484967779933,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,4000.0,-3.0,27.388356138220697,6,-34.734443332681664,-11.603562791597927,-32.00460629259816,-23.932550161844492,-30.57495798413411,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,50.0,-12.0,7.973941090762753,481,-43.00123257406817,-22.530535232921697,-56.95851870831831,-32.225358207555374,-53.53654764803772,-39.404676577172964,-53.90587434781026
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,50.0,-3.0,26.33135471097615,481,-25.399232020657752,-12.652345930475224,-28.09291286571643,-20.175866653859288,-47.85141209411275,-30.146445506495816,-47.943620325535825
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,500.0,-12.0,5.792812675618505,47,-28.80140723435794,-29.04172860391901,-38.29293154518638,-32.70700120825019,-52.90590961272795,-40.29821113830954,-50.889995820841136
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,500.0,-3.0,31.864247069735857,47,-28.139136123193587,-10.896055617045262,-33.10330722205301,-18.107105507040494,-36.98194934708035,-26.152393600070113,-41.98526048297605
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,5000.0,-12.0,5.535815708030529,4,-29.155015692771965,-27.64093728094405,-38.91955096050621,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,5000.0,-3.0,24.737056521385757,4,-33.02390302445525,-12.274457186476155,-28.350381460066068,,,,
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,63.0,-12.0,7.61942618916714,381,-49.37000561263156,-23.05304795653985,-41.9131159261616,-32.051341429347886,-43.36698994220796,-40.274891762007016,-48.19833341935323
nls_mike,Waves,SSL 4000 G+ console channel,console-ssl,drive_12,full,,63.0,-3.0,29.739184550640086,381,-23.414850747409872,-11.678188789985821,-30.76290432680732,-18.61717427800445,-45.06770422338825,-28.820438565440934,-51.88852248320454
