slug,maker,models,family,group,setting,depth,matched,level_dbfs,hz,magnitude_db,phase_deg,group_delay_ms,ref_1k_db,sweep_check_worst_db
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,150.0,0.08,142.53,10.5197,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,165.1,0.132,85.85,10.4761,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,1650.8,-0.012,140.55,10.6527,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,16508.1,-0.025,-30.94,10.6699,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,181.7,0.032,23.37,10.6108,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,1817.0,-0.032,-137.89,10.6768,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,18170.4,-0.023,66.11,10.6667,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,20.0,-1.54,-73.17,11.0657,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,200.0,-0.12,-47.23,10.7946,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,2000.0,-0.034,-119.58,10.6794,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,20000.0,-0.023,-119.54,10.6661,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,22.0,-1.279,-82.72,15.1156,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,220.1,-0.12,-125.61,10.7806,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,2201.4,-0.023,-173.05,10.6663,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,24.2,-1.287,-92.07,11.3247,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,242.3,0.033,148.46,10.5902,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,2423.1,-0.016,54.89,10.6572,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,26.7,-1.113,-104.06,11.4128,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,266.7,0.057,56.61,10.5716,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,2667.0,-0.025,-161.78,10.6683,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,29.4,-0.898,-114.57,12.856,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,293.6,-0.09,-47.42,10.7524,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,2935.6,-0.031,-112.53,10.6758,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,32.3,-0.77,-126.53,11.2312,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,323.1,-0.049,-160.82,10.6938,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,3231.2,-0.023,-167.4,10.6667,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,35.6,-0.597,-139.93,10.401,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,355.7,0.047,74.67,10.5822,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,3556.6,-0.022,22.55,10.6652,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,39.1,-0.396,-154.38,10.2207,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,391.5,-0.083,-63.09,10.7419,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,3914.7,-0.017,87.2,10.6588,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,43.1,-0.195,-169.84,10.1908,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,430.9,0.013,144.52,10.6204,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,4308.9,-0.024,14.1,10.6669,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,47.4,-0.024,174.96,10.1884,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,474.3,-0.044,-20.76,10.6943,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,4742.7,-0.019,147.63,10.6614,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,52.2,0.159,155.84,10.5148,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,522.0,-0.002,155.8,10.6384,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,5220.3,-0.018,113.9,10.6605,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,57.5,0.263,136.91,10.1262,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,574.6,-0.057,-46.21,10.7093,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,5746.0,-0.027,-104.08,10.6713,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,63.2,0.338,115.49,10.2431,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,632.5,0.018,91.41,10.6163,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,6324.6,-0.023,-165.96,10.6658,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,69.6,0.342,92.63,10.1476,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,696.1,-0.039,-153.51,10.6845,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,6961.4,-0.027,-91.42,10.6709,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,76.6,0.287,66.92,10.3012,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,766.2,-0.054,-61.78,10.7048,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,7662.4,-0.02,97.04,10.6626,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,84.3,0.168,38.15,10.4701,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,843.4,-0.024,1.61,10.6682,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,8433.9,-0.024,14.08,10.6679,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,92.8,0.007,6.07,10.6879,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,928.3,-0.009,35.31,10.6489,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-12.0,9283.2,-0.028,-7.01,10.5889,69.131,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,102.2,-0.155,-30.89,10.8538,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,1021.8,-0.01,36.7,10.65,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,10217.9,-0.025,2.83,10.6686,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,112.5,-0.245,-71.21,10.9657,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,1124.7,-0.024,1.56,10.6683,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,11246.8,-0.025,12.67,10.6682,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,123.8,-0.216,-115.91,10.8975,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,1237.9,-0.044,-73.1,10.692,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,12379.3,-0.025,-16.87,10.6693,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,136.3,-0.079,-164.34,10.705,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,1362.6,-0.018,167.22,10.6593,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,13625.8,-0.024,-123.76,10.6669,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,1499.8,-0.025,1.52,10.6684,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,14997.9,-0.025,8.45,10.6686,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,150.0,0.08,142.53,10.5197,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,165.1,0.132,85.85,10.4761,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,1650.8,-0.012,140.55,10.6527,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,16508.1,-0.025,-30.94,10.6691,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,181.7,0.032,23.37,10.6108,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,1817.0,-0.032,-137.89,10.6768,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,18170.4,-0.023,66.11,10.6666,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,20.0,-1.54,-73.17,11.0657,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,200.0,-0.12,-47.23,10.7946,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,2000.0,-0.034,-119.58,10.6794,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,20000.0,-0.023,-119.54,10.6663,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,22.0,-1.279,-82.72,15.1155,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,220.1,-0.12,-125.61,10.7806,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,2201.4,-0.023,-173.05,10.6663,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,24.2,-1.287,-92.07,11.3246,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,242.3,0.033,148.46,10.5902,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,2423.1,-0.016,54.89,10.6572,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,26.7,-1.113,-104.06,11.4129,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,266.7,0.057,56.61,10.5716,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,2667.0,-0.025,-161.78,10.6683,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,29.4,-0.898,-114.57,12.856,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,293.6,-0.09,-47.42,10.7524,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,2935.6,-0.031,-112.53,10.6758,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,32.3,-0.77,-126.53,11.2316,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,323.1,-0.049,-160.82,10.6938,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,3231.2,-0.023,-167.4,10.6667,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,35.6,-0.597,-139.93,10.4006,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,355.7,0.047,74.67,10.5822,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,3556.6,-0.022,22.55,10.6652,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,39.1,-0.396,-154.38,10.2217,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,391.5,-0.083,-63.09,10.7419,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,3914.7,-0.017,87.2,10.6588,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,43.1,-0.195,-169.84,10.191,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,430.9,0.013,144.52,10.6204,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,4308.9,-0.024,14.1,10.667,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,47.4,-0.024,174.96,10.1884,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,474.3,-0.044,-20.76,10.6943,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,4742.7,-0.019,147.63,10.6614,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,52.2,0.159,155.84,10.515,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,522.0,-0.002,155.8,10.6384,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,5220.3,-0.018,113.9,10.6604,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,57.5,0.263,136.91,10.1261,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,574.6,-0.057,-46.21,10.7093,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,5746.0,-0.027,-104.08,10.6713,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,63.2,0.338,115.49,10.2432,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,632.5,0.018,91.41,10.6163,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,6324.6,-0.023,-165.97,10.6658,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,69.6,0.342,92.63,10.1476,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,696.1,-0.039,-153.51,10.6845,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,6961.4,-0.027,-91.42,10.6709,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,76.6,0.287,66.92,10.3012,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,766.2,-0.054,-61.78,10.7048,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,7662.4,-0.02,97.04,10.6626,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,84.3,0.168,38.15,10.4701,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,843.4,-0.024,1.61,10.6683,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,8433.9,-0.024,14.08,10.6679,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,92.8,0.007,6.07,10.6879,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,928.3,-0.009,35.31,10.6489,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.25,curve,,-40.0,9283.2,-0.025,-7.02,10.669,41.156,
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,102.2,-0.155,-30.89,10.8537,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,1021.8,-0.009,36.7,10.65,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,10217.9,-0.033,2.47,10.5084,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,112.5,-0.245,-71.21,10.9656,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,1124.7,-0.024,1.56,10.6682,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,11246.8,0.009,12.98,10.9204,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,123.8,-0.216,-115.91,10.8975,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,1237.9,-0.044,-73.09,10.692,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,12379.3,-0.029,-16.87,10.6797,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,136.3,-0.079,-164.34,10.7051,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,1362.6,-0.018,167.22,10.6593,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,13625.8,-0.023,-123.77,10.6706,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,1499.8,-0.024,1.52,10.6683,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,14997.9,-0.018,8.48,10.8795,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,150.0,0.08,142.53,10.5198,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,165.1,0.132,85.85,10.4761,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,1650.8,-0.012,140.55,10.6528,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,16508.1,-0.025,-30.93,10.6805,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,181.7,0.032,23.37,10.6107,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,1817.0,-0.032,-137.89,10.6768,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,18170.4,-0.023,66.11,10.6668,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,20.0,-1.541,-73.17,11.0657,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,200.0,-0.12,-47.23,10.7946,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,2000.0,-0.034,-119.58,10.6794,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,20000.0,-0.023,-119.54,10.6661,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,22.0,-1.279,-82.72,15.1161,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,220.1,-0.12,-125.61,10.7806,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,2201.4,-0.023,-173.05,10.6663,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,24.2,-1.288,-92.07,11.325,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,242.3,0.033,148.46,10.5903,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,2423.1,-0.016,54.89,10.6572,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,26.7,-1.114,-104.06,11.4121,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,266.7,0.057,56.61,10.5716,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,2667.0,-0.025,-161.78,10.6684,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,29.4,-0.899,-114.57,12.8564,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,293.6,-0.09,-47.42,10.7523,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,2935.6,-0.031,-112.53,10.6758,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,32.3,-0.771,-126.52,11.2266,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,323.1,-0.049,-160.82,10.6939,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,3231.2,-0.023,-167.4,10.6668,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,35.6,-0.597,-139.93,10.4049,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,355.7,0.047,74.67,10.5822,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,3556.6,-0.022,22.55,10.6652,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,39.1,-0.397,-154.38,10.2091,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,391.5,-0.083,-63.09,10.7418,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,3914.7,-0.017,87.2,10.6588,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,43.1,-0.195,-169.84,10.1892,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,430.9,0.013,144.52,10.6204,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,4308.9,-0.023,14.1,10.6669,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,47.4,-0.024,174.96,10.1881,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,474.3,-0.044,-20.76,10.6942,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,4742.7,-0.019,147.63,10.6615,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,52.2,0.159,155.84,10.5136,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,522.0,-0.002,155.8,10.6385,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,5220.3,-0.018,113.9,10.6606,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,57.5,0.263,136.91,10.1271,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,574.6,-0.057,-46.21,10.7092,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,5746.0,-0.027,-104.08,10.6713,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,63.2,0.338,115.49,10.2426,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,632.5,0.018,91.41,10.6163,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,6324.6,-0.023,-165.96,10.6597,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,69.6,0.342,92.63,10.1481,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,696.1,-0.039,-153.51,10.6846,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,6961.4,-0.027,-91.41,10.6681,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,76.6,0.287,66.92,10.3013,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,766.2,-0.054,-61.78,10.7048,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,7662.4,-0.02,97.04,10.6616,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,84.3,0.168,38.14,10.4701,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,843.4,-0.024,1.61,10.6682,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,8433.9,-0.024,14.08,10.671,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,92.8,0.007,6.07,10.6879,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,928.3,-0.008,35.31,10.6488,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-12.0,9283.2,-0.06,-6.98,9.6849,73.911,-0.397
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-3.0,102.2,-0.155,-30.89,10.8528,80.95,-0.4
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-3.0,1021.8,-0.009,36.7,10.6495,80.95,-0.4
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-3.0,10217.9,-0.064,0.1,9.9178,80.95,-0.4
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-3.0,112.5,-0.244,-71.21,10.9652,80.95,-0.4
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-3.0,1124.7,-0.024,1.56,10.6676,80.95,-0.4
aw_drive,Airwindows,distortion,colour,aw-drive,drive_0.5,full,,-3.0,11246.8,0.24,15.0,12.634,80.95,-0.4
