slug,maker,models,family,group,setting,depth,matched,source,level_dbfs,hz,gain_db,magnitude_db
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-12.0,100.0,8.941,-0.153
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-12.0,1000.0,9.094,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-12.0,10000.0,9.05,-0.044
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-12.0,16000.0,8.943,-0.151
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-12.0,250.0,9.02,-0.074
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-12.0,2500.0,9.098,0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-12.0,40.0,8.947,-0.147
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-12.0,5000.0,9.09,-0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-12.0,630.0,9.083,-0.011
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-3.0,100.0,8.942,-0.155
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-3.0,1000.0,9.097,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-3.0,10000.0,9.053,-0.044
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-3.0,16000.0,8.946,-0.151
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-3.0,250.0,9.023,-0.074
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-3.0,2500.0,9.101,0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-3.0,40.0,8.939,-0.158
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-3.0,5000.0,9.093,-0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-3.0,630.0,9.086,-0.011
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-40.0,100.0,8.872,-0.152
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-40.0,1000.0,9.024,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-40.0,10000.0,8.98,-0.044
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-40.0,16000.0,8.875,-0.149
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-40.0,250.0,8.951,-0.073
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-40.0,2500.0,9.028,0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-40.0,40.0,8.883,-0.141
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-40.0,5000.0,9.02,-0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,check,-40.0,630.0,9.013,-0.011
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,100.0,8.942,-0.155
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,1000.0,9.097,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,10000.0,9.053,-0.044
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,125.0,8.956,-0.141
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,1250.0,9.099,0.002
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,160.0,8.977,-0.12
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,1600.0,9.101,0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,200.0,9.0,-0.097
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,2000.0,9.101,0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,250.0,9.023,-0.074
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,2500.0,9.101,0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,31.5,8.937,-0.16
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,315.0,9.044,-0.053
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,3150.0,9.1,0.003
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,40.0,8.939,-0.158
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,400.0,9.063,-0.034
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,4000.0,9.097,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,50.0,8.934,-0.163
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,500.0,9.076,-0.021
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,5000.0,9.093,-0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,63.0,8.931,-0.166
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,630.0,9.086,-0.011
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,6300.0,9.085,-0.012
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,80.0,8.933,-0.164
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,800.0,9.093,-0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-3.0,8000.0,9.072,-0.025
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,100.0,8.941,-0.153
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,1000.0,9.094,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,10000.0,9.05,-0.044
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,125.0,8.954,-0.14
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,1250.0,9.097,0.003
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,160.0,8.975,-0.119
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,1600.0,9.098,0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,200.0,8.997,-0.097
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,2000.0,9.099,0.005
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,250.0,9.02,-0.074
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,2500.0,9.098,0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,31.5,8.952,-0.142
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,315.0,9.042,-0.052
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,3150.0,9.097,0.003
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,40.0,8.947,-0.147
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,400.0,9.06,-0.034
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,4000.0,9.094,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,50.0,8.939,-0.155
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,500.0,9.073,-0.021
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,5000.0,9.09,-0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,63.0,8.933,-0.161
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,630.0,9.083,-0.011
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,6300.0,9.082,-0.012
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,80.0,8.933,-0.161
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,800.0,9.09,-0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_0,full,,tilt_grid,-12.0,8000.0,9.069,-0.025
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-12.0,100.0,20.94,-0.14
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-12.0,1000.0,21.08,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-12.0,10000.0,21.052,-0.028
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-12.0,16000.0,20.943,-0.137
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-12.0,250.0,20.974,-0.106
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-12.0,2500.0,21.098,0.018
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-12.0,40.0,20.935,-0.145
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-12.0,5000.0,21.092,0.012
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-12.0,630.0,21.053,-0.027
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-3.0,100.0,16.732,-0.033
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-3.0,1000.0,16.765,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-3.0,10000.0,16.763,-0.002
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-3.0,16000.0,16.751,-0.014
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-3.0,250.0,16.753,-0.012
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-3.0,2500.0,16.766,0.001
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-3.0,40.0,16.626,-0.139
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-3.0,5000.0,16.765,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-3.0,630.0,16.762,-0.003
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-40.0,100.0,20.917,-0.137
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-40.0,1000.0,21.054,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-40.0,10000.0,21.025,-0.029
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-40.0,16000.0,20.917,-0.137
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-40.0,250.0,20.948,-0.106
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-40.0,2500.0,21.072,0.018
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-40.0,40.0,20.932,-0.122
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-40.0,5000.0,21.066,0.012
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,check,-40.0,630.0,21.027,-0.027
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,100.0,16.732,-0.033
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,1000.0,16.765,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,10000.0,16.763,-0.002
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,125.0,16.739,-0.026
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,1250.0,16.765,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,160.0,16.745,-0.02
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,1600.0,16.766,0.001
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,200.0,16.749,-0.016
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,2000.0,16.766,0.001
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,250.0,16.753,-0.012
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,2500.0,16.766,0.001
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,31.5,16.54,-0.225
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,315.0,16.756,-0.009
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,3150.0,16.766,0.001
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,40.0,16.626,-0.139
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,400.0,16.758,-0.007
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,4000.0,16.766,0.001
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,50.0,16.669,-0.096
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,500.0,16.76,-0.005
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,5000.0,16.765,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,63.0,16.7,-0.065
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,630.0,16.762,-0.003
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,6300.0,16.765,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,80.0,16.72,-0.045
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,800.0,16.764,-0.001
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-3.0,8000.0,16.766,0.001
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,100.0,20.94,-0.14
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,1000.0,21.08,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,10000.0,21.052,-0.028
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,125.0,20.943,-0.137
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,1250.0,21.088,0.008
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,160.0,20.95,-0.13
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,1600.0,21.094,0.014
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,200.0,20.96,-0.12
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,2000.0,21.097,0.017
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,250.0,20.974,-0.106
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,2500.0,21.098,0.018
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,31.5,20.905,-0.175
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,315.0,20.992,-0.088
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,3150.0,21.098,0.018
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,40.0,20.935,-0.145
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,400.0,21.014,-0.066
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,4000.0,21.096,0.016
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,50.0,20.941,-0.139
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,500.0,21.034,-0.046
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,5000.0,21.092,0.012
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,63.0,20.941,-0.139
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,630.0,21.053,-0.027
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,6300.0,21.084,0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,80.0,20.94,-0.14
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,800.0,21.069,-0.011
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_12,full,,tilt_grid,-12.0,8000.0,21.072,-0.008
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,check,-40.0,100.0,11.855,-0.166
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,check,-40.0,1000.0,12.021,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,check,-40.0,10000.0,11.986,-0.035
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,check,-40.0,16000.0,11.878,-0.143
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,check,-40.0,250.0,11.913,-0.108
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,check,-40.0,2500.0,12.033,0.012
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,check,-40.0,40.0,11.885,-0.136
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,check,-40.0,5000.0,12.026,0.005
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,check,-40.0,630.0,12.0,-0.021
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,100.0,11.919,-0.167
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,1000.0,12.086,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,10000.0,12.05,-0.036
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,125.0,11.925,-0.161
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,1250.0,12.091,0.005
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,160.0,11.938,-0.148
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,1600.0,12.095,0.009
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,200.0,11.956,-0.13
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,2000.0,12.097,0.011
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,250.0,11.977,-0.109
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,2500.0,12.098,0.012
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,31.5,11.947,-0.139
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,315.0,12.002,-0.084
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,3150.0,12.097,0.011
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,40.0,11.942,-0.144
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,400.0,12.027,-0.059
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,4000.0,12.094,0.008
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,50.0,11.931,-0.155
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,500.0,12.047,-0.039
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,5000.0,12.09,0.004
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,63.0,11.922,-0.164
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,630.0,12.064,-0.022
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,6300.0,12.083,-0.003
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,80.0,11.918,-0.168
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,800.0,12.077,-0.009
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_3,curve,,tilt_grid,-12.0,8000.0,12.07,-0.016
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-12.0,100.0,14.929,-0.154
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-12.0,1000.0,15.083,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-12.0,10000.0,15.051,-0.032
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-12.0,16000.0,14.943,-0.14
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-12.0,250.0,14.973,-0.11
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-12.0,2500.0,15.098,0.015
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-12.0,40.0,14.954,-0.129
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-12.0,5000.0,15.091,0.008
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-12.0,630.0,15.058,-0.025
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-3.0,100.0,14.926,-0.154
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-3.0,1000.0,15.08,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-3.0,10000.0,15.05,-0.03
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-3.0,16000.0,14.944,-0.136
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-3.0,250.0,14.974,-0.106
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-3.0,2500.0,15.093,0.013
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-3.0,40.0,14.929,-0.151
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-3.0,5000.0,15.087,0.007
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-3.0,630.0,15.057,-0.023
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-40.0,100.0,14.88,-0.153
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-40.0,1000.0,15.033,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-40.0,10000.0,15.001,-0.032
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-40.0,16000.0,14.893,-0.14
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-40.0,250.0,14.923,-0.11
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-40.0,2500.0,15.048,0.015
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-40.0,40.0,14.915,-0.118
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-40.0,5000.0,15.042,0.009
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,check,-40.0,630.0,15.008,-0.025
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,100.0,14.926,-0.154
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,1000.0,15.08,0.0
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,10000.0,15.05,-0.03
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,125.0,14.932,-0.148
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,1250.0,15.086,0.006
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,160.0,14.942,-0.138
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,1600.0,15.09,0.01
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,200.0,14.956,-0.124
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,2000.0,15.093,0.013
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,250.0,14.974,-0.106
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,2500.0,15.093,0.013
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,31.5,14.909,-0.171
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,315.0,14.996,-0.084
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,3150.0,15.093,0.013
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,40.0,14.929,-0.151
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,400.0,15.019,-0.061
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,4000.0,15.091,0.011
api_vision,UAD,API 1608 console channel,colour,console-api,line_gain_6,full,,tilt_grid,-3.0,50.0,14.93,-0.15
