slug,maker,models,group,element,gr_target_db,level_dbfs,out_db,gain_db,gr_db
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,-54.0,-51.633,2.367,0.0
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,-6.0,-16.927,-10.927,13.294
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,-9.0,-17.853,-8.853,11.22
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,0.0,-15.265,-15.265,17.632
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-12.0,-18.89,-6.89,9.257
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-15.0,-20.097,-5.097,7.464
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-18.0,-21.501,-3.501,5.868
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-21.0,-23.103,-2.103,4.47
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-24.0,-24.903,-0.903,3.27
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-27.0,-26.901,0.099,2.268
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-3.0,-16.071,-13.071,15.438
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-30.0,-29.097,0.903,1.464
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-36.0,-34.069,1.931,0.436
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-42.0,-39.667,2.333,0.034
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-48.0,-45.633,2.367,0.0
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-54.0,-51.633,2.367,0.0
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-6.0,-16.927,-10.927,13.294
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,-9.0,-17.853,-8.853,11.22
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,0.0,-15.265,-15.265,17.632
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-12.0,-15.415,-3.415,3.271
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-15.0,-17.413,-2.413,2.269
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-18.0,-19.609,-1.609,1.465
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-21.0,-22.002,-1.002,0.858
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-24.0,-24.58,-0.58,0.436
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-27.0,-27.311,-0.311,0.167
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-3.0,-10.608,-7.608,7.464
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-30.0,-30.179,-0.179,0.035
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-36.0,-36.144,-0.144,0.0
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-42.0,-42.144,-0.144,0.0
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-48.0,-48.144,-0.144,0.0
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-54.0,-54.144,-0.144,0.0
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-6.0,-12.013,-6.013,5.869
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,-9.0,-13.615,-4.615,4.471
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,0.0,-9.401,-9.401,9.257
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-12.0,-16.959,-4.959,5.868
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-15.0,-18.562,-3.562,4.471
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-18.0,-20.362,-2.362,3.271
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-21.0,-22.36,-1.36,2.269
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-24.0,-24.555,-0.555,1.464
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-27.0,-26.949,0.051,0.858
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-3.0,-13.312,-10.312,11.221
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-30.0,-29.527,0.473,0.436
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-36.0,-35.125,0.875,0.034
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-42.0,-41.091,0.909,0.0
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-48.0,-47.091,0.909,0.0
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-54.0,-53.091,0.909,0.0
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-6.0,-14.348,-8.348,9.257
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,-9.0,-15.555,-6.555,7.464
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,0.0,-12.385,-12.385,13.294
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-12.0,-24.992,-12.992,10.022
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-15.0,-25.86,-10.86,7.89
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-18.0,-26.783,-8.783,5.813
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-21.0,-27.778,-6.778,3.808
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-24.0,-28.875,-4.875,1.905
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-27.0,-30.232,-3.232,0.262
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-3.0,-22.608,-19.608,16.638
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-30.0,-32.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-36.0,-38.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-42.0,-44.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-48.0,-50.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-54.0,-56.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-6.0,-23.377,-17.377,14.407
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,-9.0,-24.169,-15.169,12.199
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,10.0,0.0,-21.856,-21.856,18.886
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-12.0,-29.935,-17.935,14.965
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-15.0,-30.72,-15.72,12.75
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-18.0,-31.535,-13.535,10.565
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-21.0,-32.391,-11.391,8.421
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-24.0,-33.298,-9.298,6.328
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-27.0,-34.274,-7.274,4.304
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-3.0,-27.673,-24.673,21.703
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-30.0,-35.338,-5.338,2.368
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-36.0,-38.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-42.0,-44.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-48.0,-50.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-54.0,-56.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-6.0,-28.421,-22.421,19.451
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,-9.0,-29.171,-20.171,17.201
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,15.0,0.0,-26.915,-26.915,23.945
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-12.0,-17.817,-5.817,2.847
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-15.0,-19.004,-4.004,1.034
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-18.0,-20.973,-2.973,0.003
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-21.0,-23.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-24.0,-26.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-27.0,-29.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-3.0,-14.93,-11.93,8.96
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-30.0,-32.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-36.0,-38.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-42.0,-44.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-48.0,-50.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-54.0,-56.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-6.0,-15.823,-9.823,6.853
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,-9.0,-16.78,-7.78,4.81
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,3.0,0.0,-14.085,-14.085,11.115
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-12.0,-20.974,-8.974,6.004
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-15.0,-21.962,-6.962,3.992
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-18.0,-23.046,-5.046,2.076
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-21.0,-24.356,-3.356,0.386
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-24.0,-26.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-27.0,-29.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-3.0,-18.374,-15.374,12.404
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-30.0,-32.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-36.0,-38.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-42.0,-44.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-48.0,-50.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-54.0,-56.97,-2.97,0.0
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-6.0,-19.194,-13.194,10.224
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,-9.0,-20.057,-11.057,8.087
ssl_gbus,UAD,SSL G series bus compressor,vca-sslbus,vca,6.0,0.0,-17.585,-17.585,14.615
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-12.0,-24.54,-12.54,9.53
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-15.0,-25.097,-10.097,7.087
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-18.0,-25.685,-7.685,4.675
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-21.0,-26.314,-5.314,2.304
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-24.0,-27.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-27.0,-30.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-3.0,-23.038,-20.038,17.028
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-30.0,-33.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-36.0,-39.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-42.0,-45.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-48.0,-51.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-54.0,-57.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-6.0,-23.513,-17.513,14.503
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,-9.0,-24.012,-15.012,12.002
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,10.0,0.0,-22.584,-22.584,19.574
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-12.0,-30.003,-18.003,14.993
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-15.0,-30.496,-15.496,12.486
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-18.0,-31.019,-13.019,10.009
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-21.0,-31.57,-10.57,7.56
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-24.0,-32.151,-8.151,5.141
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-27.0,-32.772,-5.772,2.762
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-3.0,-28.651,-25.651,22.641
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-30.0,-33.434,-3.434,0.424
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-36.0,-39.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-42.0,-45.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-48.0,-51.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-54.0,-57.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-6.0,-29.082,-23.082,20.072
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,-9.0,-29.532,-20.532,17.522
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,15.0,0.0,-28.238,-28.238,25.228
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-12.0,-18.037,-6.037,3.027
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-15.0,-18.694,-3.694,0.684
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-18.0,-21.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-21.0,-24.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-24.0,-27.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-27.0,-30.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-3.0,-16.296,-13.296,10.286
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-30.0,-33.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-36.0,-39.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-42.0,-45.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-48.0,-51.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-54.0,-57.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-6.0,-16.844,-10.844,7.834
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,-9.0,-17.421,-8.421,5.411
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,3.0,0.0,-15.776,-15.776,12.766
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-12.0,-20.976,-8.976,5.966
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-15.0,-21.582,-6.582,3.572
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-18.0,-22.229,-4.229,1.219
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-21.0,-24.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-24.0,-27.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-27.0,-30.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-3.0,-19.352,-16.352,13.342
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-30.0,-33.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-36.0,-39.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-42.0,-45.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-48.0,-51.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-54.0,-57.01,-3.01,0.0
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-6.0,-19.864,-13.864,10.854
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,-9.0,-20.406,-11.406,8.396
ssl_native_bus,SSL,SSL G series bus compressor,vca-sslbus,vca,6.0,0.0,-18.866,-18.866,15.856
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-12.0,-19.004,-7.004,10.069
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-15.0,-19.834,-4.834,7.899
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-18.0,-20.914,-2.914,5.979
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-21.0,-22.264,-1.264,4.329
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-24.0,-23.911,0.089,2.976
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-27.0,-25.88,1.12,1.945
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-3.0,-17.379,-14.379,17.444
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-30.0,-28.138,1.862,1.203
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-36.0,-33.326,2.674,0.391
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-42.0,-39.146,2.854,0.211
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-48.0,-45.089,2.911,0.154
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-54.0,-50.935,3.065,0.0
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-6.0,-17.83,-11.83,14.895
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,-9.0,-18.356,-9.356,12.421
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,10.0,0.0,-16.971,-16.971,20.036
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-12.0,-19.571,-7.571,14.971
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-15.0,-20.089,-5.089,12.489
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-18.0,-20.723,-2.723,10.123
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-21.0,-21.533,-0.533,7.933
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-24.0,-22.588,1.412,5.988
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-27.0,-23.912,3.088,4.312
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-3.0,-18.328,-15.328,22.728
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-30.0,-25.53,4.47,2.93
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-36.0,-29.703,6.297,1.103
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-42.0,-34.853,7.147,0.253
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-48.0,-40.654,7.346,0.054
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-54.0,-46.6,7.4,0.0
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-6.0,-18.721,-12.721,20.121
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,-9.0,-19.126,-10.126,17.526
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,15.0,0.0,-17.922,-17.922,25.322
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-12.0,-17.212,-5.212,2.516
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-15.0,-19.356,-4.356,1.66
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-18.0,-21.757,-3.757,1.061
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-21.0,-24.372,-3.372,0.676
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-24.0,-27.162,-3.162,0.466
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-27.0,-30.093,-3.093,0.397
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-3.0,-12.627,-9.627,6.931
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-30.0,-33.073,-3.073,0.377
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-36.0,-38.999,-2.999,0.303
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-42.0,-44.799,-2.799,0.103
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-48.0,-50.696,-2.696,0.0
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-54.0,-56.696,-2.696,0.0
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-6.0,-13.862,-7.862,5.166
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,-9.0,-15.379,-6.379,3.683
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,3.0,0.0,-11.657,-11.657,8.961
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-12.0,-17.837,-5.837,6.045
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-15.0,-19.205,-4.205,4.413
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-18.0,-20.872,-2.872,3.08
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-21.0,-22.86,-1.86,2.068
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-24.0,-25.134,-1.134,1.342
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-27.0,-27.644,-0.644,0.852
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-3.0,-15.24,-12.24,12.448
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-30.0,-30.346,-0.346,0.554
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-36.0,-36.179,-0.179,0.387
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-42.0,-42.12,-0.12,0.328
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-48.0,-47.961,0.039,0.169
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-54.0,-53.792,0.208,0.0
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-6.0,-15.897,-9.897,10.105
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,-9.0,-16.741,-7.741,7.949
supercharger_gt,Native Instruments,tube compressor,opto-other,tube,6.0,0.0,-14.708,-14.708,14.916
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-12.0,-16.25,-4.25,1.524
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-15.0,-18.8,-3.8,1.074
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-18.0,-21.461,-3.461,0.735
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-21.0,-24.209,-3.209,0.483
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-24.0,-27.065,-3.065,0.339
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-27.0,-29.874,-2.874,0.148
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-3.0,-9.665,-6.665,3.939
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-30.0,-32.778,-2.778,0.052
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-36.0,-38.732,-2.732,0.006
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-42.0,-44.727,-2.727,0.001
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-48.0,-50.73,-2.73,0.004
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-54.0,-56.726,-2.726,0.0
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-6.0,-11.656,-5.656,2.93
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,-9.0,-13.864,-4.864,2.138
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,10.0,0.0,-7.93,-7.93,5.204
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,15.0,-12.0,-16.25,-4.25,1.524
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,15.0,-15.0,-18.8,-3.8,1.074
vari_comp,Softube,Manley Variable Mu,varimu-other,vari-mu,15.0,-18.0,-21.461,-3.461,0.735
