slug,maker,models,group,element,gr_target_db,level_dbfs,out_db,gain_db,gr_db
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,0.0,-25.614,-25.614,22.603
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-12.0,-23.042,-11.042,8.031
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-15.0,-22.734,-7.734,4.723
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-18.0,-23.653,-5.653,2.642
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-21.0,-25.434,-4.434,1.423
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-24.0,-27.757,-3.757,0.746
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-27.0,-30.396,-3.396,0.385
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-3.0,-32.089,-29.089,26.078
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-30.0,-33.208,-3.208,0.197
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-36.0,-39.062,-3.062,0.051
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-42.0,-45.024,-3.024,0.013
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-48.0,-51.014,-3.014,0.003
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-54.0,-57.011,-3.011,0.0
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-6.0,-27.944,-21.944,18.933
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,-9.0,-24.814,-15.814,12.803
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,6.0,0.0,-36.622,-36.622,33.611
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-12.0,-19.608,-7.608,-18.697
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-15.0,-17.082,-2.082,-24.223
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-18.0,-19.573,-1.573,-24.732
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-21.0,-16.573,4.427,-30.732
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-24.0,-16.188,7.812,-34.117
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-27.0,-18.903,8.097,-34.402
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-3.0,-18.368,-15.368,-10.937
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-30.0,-54.744,-24.744,-1.561
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-36.0,-61.12,-25.12,-1.185
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-42.0,-67.505,-25.505,-0.8
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-48.0,-73.9,-25.9,-0.405
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-54.0,-80.305,-26.305,0.0
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-6.0,-19.873,-13.873,-12.432
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,-9.0,-20.409,-11.409,-14.896
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,10.0,0.0,-15.804,-15.804,-10.501
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-12.0,-26.084,-14.084,-6.545
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-15.0,-25.672,-10.672,-9.957
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-18.0,-23.542,-5.542,-15.087
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-21.0,-20.542,0.458,-21.087
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-24.0,-23.033,0.967,-21.596
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-27.0,-20.033,6.967,-27.596
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-3.0,-20.696,-17.696,-2.933
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-30.0,-19.648,10.352,-30.981
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-36.0,-55.444,-19.444,-1.185
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-42.0,-61.829,-19.829,-0.8
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-48.0,-68.224,-20.224,-0.405
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-54.0,-74.629,-20.629,0.0
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-6.0,-23.555,-17.555,-3.074
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,-9.0,-25.218,-16.218,-4.411
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,15.0,0.0,-17.696,-17.696,-2.933
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-12.0,-14.474,-2.474,-32.97
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-15.0,-47.131,-32.131,-3.313
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-18.0,-50.466,-32.466,-2.978
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-21.0,-53.808,-32.808,-2.636
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-24.0,-57.158,-33.158,-2.286
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-27.0,-60.516,-33.516,-1.928
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-3.0,-11.268,-8.268,-27.176
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-30.0,-63.883,-33.883,-1.561
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-36.0,-70.259,-34.259,-1.185
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-42.0,-76.644,-34.644,-0.8
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-48.0,-83.039,-35.039,-0.405
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-54.0,-89.444,-35.444,0.0
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-6.0,-15.63,-9.63,-25.814
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,-9.0,-15.956,-6.956,-28.488
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,3.0,0.0,-10.77,-10.77,-24.674
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-12.0,-29.16,-17.16,0.247
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-15.0,-29.805,-14.805,-2.108
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-18.0,-29.133,-11.133,-5.78
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-21.0,-26.736,-5.736,-11.177
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-24.0,-23.736,0.264,-17.177
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-27.0,-20.736,6.264,-23.177
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-3.0,-21.934,-18.934,2.021
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-30.0,-23.226,6.774,-23.687
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-36.0,-19.841,16.159,-33.072
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-42.0,-58.113,-16.113,-0.8
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-48.0,-64.508,-16.508,-0.405
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-54.0,-70.913,-16.913,0.0
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-6.0,-24.934,-18.934,2.021
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,-9.0,-27.601,-18.601,1.688
aw_pop2,Airwindows,transient-preserving comp,aw-comp,digital,6.0,0.0,-18.934,-18.934,2.021
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-12.0,-2.846,9.154,12.26
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-15.0,-3.69,11.31,10.104
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-18.0,-3.202,14.798,6.616
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-21.0,-3.389,17.611,3.803
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-24.0,-3.51,20.49,0.924
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-27.0,-5.574,21.426,-0.012
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-3.0,-1.497,1.503,19.911
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-30.0,-8.574,21.426,-0.012
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-36.0,-14.574,21.426,-0.012
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-42.0,-20.574,21.426,-0.012
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-48.0,-26.574,21.426,-0.012
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-54.0,-32.586,21.414,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-6.0,-2.158,3.842,17.572
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,-9.0,-2.523,6.477,14.937
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,10.0,0.0,-1.347,-1.347,22.761
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-12.0,-7.107,4.893,23.806
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-15.0,-9.014,5.986,22.713
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-18.0,-10.145,7.855,20.844
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-21.0,-10.234,10.766,17.933
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-24.0,-9.693,14.307,14.392
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-27.0,-8.981,18.019,10.68
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-3.0,-1.828,1.172,27.527
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-30.0,-11.491,18.509,10.19
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-36.0,-11.202,24.798,3.901
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-42.0,-12.818,29.182,-0.483
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-48.0,-18.867,29.133,-0.434
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-54.0,-25.301,28.699,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-6.0,-2.641,3.359,25.34
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,-9.0,-4.796,4.204,24.495
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,15.0,0.0,-1.467,-1.467,30.166
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-12.0,-1.809,10.191,2.992
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-15.0,-2.613,12.387,0.796
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-18.0,-4.817,13.183,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-21.0,-7.817,13.183,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-24.0,-10.817,13.183,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-27.0,-13.817,13.183,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-3.0,-1.273,1.727,11.456
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-30.0,-16.817,13.183,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-36.0,-22.817,13.183,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-42.0,-28.817,13.183,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-48.0,-34.817,13.183,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-54.0,-40.817,13.183,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-6.0,-1.448,4.552,8.631
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,-9.0,-1.458,7.542,5.641
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,3.0,0.0,-0.997,-0.997,14.18
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-12.0,-2.056,9.944,7.433
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-15.0,-1.851,13.149,4.228
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-18.0,-2.118,15.882,1.495
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-21.0,-3.622,17.378,-0.001
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-24.0,-6.622,17.378,-0.001
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-27.0,-9.622,17.378,-0.001
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-3.0,-1.14,1.86,15.517
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-30.0,-12.622,17.378,-0.001
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-36.0,-18.622,17.378,-0.001
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-42.0,-24.622,17.378,-0.001
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-48.0,-30.622,17.378,-0.001
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-54.0,-36.623,17.377,0.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-6.0,-1.623,4.377,13.0
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,-9.0,-1.62,7.38,9.997
aw_pressure5,Airwindows,peak compressor,aw-comp,digital,6.0,0.0,-0.928,-0.928,18.305
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-12.0,-24.345,-12.345,13.474
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-15.0,-23.938,-8.938,10.067
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-18.0,-22.088,-4.088,5.217
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-21.0,-21.296,-0.296,1.425
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-24.0,-22.198,1.802,-0.673
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-27.0,-25.201,1.799,-0.67
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-3.0,-22.6,-19.6,20.729
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-30.0,-28.205,1.795,-0.666
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-36.0,-34.214,1.786,-0.657
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-42.0,-40.245,1.755,-0.626
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-48.0,-46.36,1.64,-0.511
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-54.0,-52.871,1.129,0.0
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-6.0,-22.715,-16.715,17.844
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,-9.0,-25.071,-16.071,17.2
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,10.0,0.0,-19.139,-19.139,20.268
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-12.0,-27.562,-15.562,21.404
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-15.0,-28.645,-13.645,19.487
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-18.0,-27.473,-9.473,15.315
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-21.0,-25.24,-4.24,10.082
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-24.0,-25.066,-1.066,6.908
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-27.0,-24.082,2.918,2.924
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-3.0,-25.12,-22.12,27.962
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-30.0,-23.228,6.772,-0.93
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-36.0,-29.375,6.625,-0.783
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-42.0,-35.414,6.586,-0.744
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-48.0,-41.555,6.445,-0.603
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-54.0,-48.158,5.842,0.0
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-6.0,-25.328,-19.328,25.17
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,-9.0,-28.645,-19.645,25.487
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,15.0,0.0,-24.103,-24.103,29.945
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-12.0,-19.941,-7.941,4.683
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-15.0,-20.045,-5.045,1.787
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-18.0,-20.702,-2.702,-0.556
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-21.0,-23.702,-2.702,-0.556
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-24.0,-26.703,-2.703,-0.555
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-27.0,-29.705,-2.705,-0.553
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-3.0,-21.848,-18.848,15.59
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-30.0,-32.708,-2.708,-0.55
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-36.0,-38.715,-2.715,-0.543
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-42.0,-44.739,-2.739,-0.519
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-48.0,-50.828,-2.828,-0.43
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-54.0,-57.258,-3.258,0.0
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-6.0,-21.58,-15.58,12.322
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,-9.0,-21.726,-12.726,9.468
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,3.0,0.0,-17.258,-17.258,14.0
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-12.0,-19.941,-7.941,4.683
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-15.0,-20.045,-5.045,1.787
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-18.0,-20.702,-2.702,-0.556
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-21.0,-23.702,-2.702,-0.556
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-24.0,-26.703,-2.703,-0.555
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-27.0,-29.705,-2.705,-0.553
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-3.0,-21.848,-18.848,15.59
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-30.0,-32.708,-2.708,-0.55
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-36.0,-38.715,-2.715,-0.543
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-42.0,-44.739,-2.739,-0.519
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-48.0,-50.828,-2.828,-0.43
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-54.0,-57.258,-3.258,0.0
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-6.0,-21.58,-15.58,12.322
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,-9.0,-21.726,-12.726,9.468
aw_purestsquish,Airwindows,minimal compressor,aw-comp,digital,6.0,0.0,-17.258,-17.258,14.0
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-12.0,-25.179,-13.179,10.155
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-15.0,-25.996,-10.996,7.972
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-18.0,-26.861,-8.861,5.837
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-21.0,-27.816,-6.816,3.792
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-24.0,-28.982,-4.982,1.958
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-27.0,-30.516,-3.516,0.492
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-3.0,-22.671,-19.671,16.647
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-30.0,-33.027,-3.027,0.003
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-36.0,-39.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-42.0,-45.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-48.0,-51.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-54.0,-57.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-6.0,-23.53,-17.53,14.506
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,-9.0,-24.359,-15.359,12.335
bx_opto,Brainworx,opto pedal,opto-other,opto,10.0,0.0,-21.766,-21.766,18.742
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-12.0,-30.311,-18.311,15.287
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-15.0,-31.145,-16.145,13.121
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-18.0,-31.966,-13.966,10.942
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-21.0,-32.781,-11.781,8.757
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-24.0,-33.622,-9.622,6.598
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-27.0,-34.539,-7.539,4.515
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-3.0,-27.536,-24.536,21.512
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-30.0,-35.605,-5.605,2.581
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-36.0,-39.056,-3.056,0.032
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-42.0,-45.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-48.0,-51.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-54.0,-57.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-6.0,-28.517,-22.517,19.493
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,-9.0,-29.434,-20.434,17.41
bx_opto,Brainworx,opto pedal,opto-other,opto,15.0,0.0,-26.48,-26.48,23.456
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-12.0,-17.877,-5.877,2.853
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-15.0,-19.222,-4.222,1.198
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-18.0,-21.097,-3.097,0.073
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-21.0,-24.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-24.0,-27.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-27.0,-30.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-3.0,-15.108,-12.108,9.084
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-30.0,-33.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-36.0,-39.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-42.0,-45.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-48.0,-51.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-54.0,-57.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-6.0,-15.943,-9.943,6.919
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,-9.0,-16.845,-7.845,4.821
bx_opto,Brainworx,opto pedal,opto-other,opto,3.0,0.0,-14.293,-14.293,11.269
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-12.0,-20.922,-8.922,5.898
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-15.0,-21.871,-6.871,3.847
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-18.0,-23.029,-5.029,2.005
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-21.0,-24.552,-3.552,0.528
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-24.0,-27.028,-3.028,0.004
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-27.0,-30.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-3.0,-18.42,-15.42,12.396
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-30.0,-33.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-36.0,-39.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-42.0,-45.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-48.0,-51.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-54.0,-57.024,-3.024,0.0
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-6.0,-19.24,-13.24,10.216
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,-9.0,-20.058,-11.058,8.034
bx_opto,Brainworx,opto pedal,opto-other,opto,6.0,0.0,-17.591,-17.591,14.567
c1_comp,Waves,clean digital,digital,digital,10.0,-12.0,-2.363,9.637,9.975
c1_comp,Waves,clean digital,digital,digital,10.0,-15.0,-3.023,11.977,7.635
c1_comp,Waves,clean digital,digital,digital,10.0,-18.0,-3.932,14.068,5.544
c1_comp,Waves,clean digital,digital,digital,10.0,-21.0,-5.168,15.832,3.78
c1_comp,Waves,clean digital,digital,digital,10.0,-24.0,-6.773,17.227,2.385
c1_comp,Waves,clean digital,digital,digital,10.0,-27.0,-8.751,18.249,1.363
c1_comp,Waves,clean digital,digital,digital,10.0,-3.0,-0.937,2.063,17.549
c1_comp,Waves,clean digital,digital,digital,10.0,-30.0,-11.061,18.939,0.673
c1_comp,Waves,clean digital,digital,digital,10.0,-36.0,-16.413,19.587,0.025
c1_comp,Waves,clean digital,digital,digital,10.0,-42.0,-22.291,19.709,-0.097
c1_comp,Waves,clean digital,digital,digital,10.0,-48.0,-28.333,19.667,-0.055
c1_comp,Waves,clean digital,digital,digital,10.0,-54.0,-34.388,19.612,0.0
c1_comp,Waves,clean digital,digital,digital,10.0,-6.0,-1.412,4.588,15.024
